id,title,original_title,release_date,budget
166452,September Eleven 1683,Bitwa pod Wiedniem,10/11/2012,16000000
166680,Avalanche,Avalanche,9/29/1978,6500000
167073,Brooklyn,Brooklyn,10/20/2015,11000000
167179,Traffic Department,Drogówka,1/31/2013,1800000
167221,Long Live Freedom,Viva la libertà,2/13/2013,5000000
167983,Buddies,Colegas,11/7/2012,2511000
168112,Eskil & Trinidad,Eskil & Trinidad,3/29/2013,4200000
168399,Pioneer,Pionér,8/30/2013,7500000
168530,Ride Along,Ride Along,1/7/2014,25000000
168643,XIII,XIII,9/24/2008,21000000
168705,BloodRayne,BloodRayne,10/22/2005,25000000
168742,The Rocket,The Rocket,2/10/2013,1525000
169364,Swayamvaram,സ്വയംവരം,11/23/1972,39000
169634,Unforgotten Shadows,Тiнi незабутих предкiв,11/14/2013,1000000
169869,Blue,Blue,5/9/1968,112
170194,Riddle,Riddle,1/10/2013,7000000
172803,Hours,Hours,11/29/2013,4000000
173165,The King of Arcades,The King of Arcades,6/17/2014,175000
173224,Along the Roadside,Along the Roadside,2/28/2013,250
173443,Rio 2096: A Story of Love and Fury,Uma História de Amor e Fúria,3/7/2013,2000000
173672,Hunger,Hunger,5/12/2009,625000
173689,Lights of New York,Lights of New York,7/18/1928,75000
173865,Esa ja Vesa – auringonlaskun ratsastajat,Esa ja Vesa – auringonlaskun ratsastajat,11/10/1994,3120375
173914,Sēņotāji,Sēņotāji,3/7/2013,520
174733,Metro,Метро,2/21/2013,13000000
174865,Penelope,Penelope,11/10/1966,4000000
177572,Big Hero 6,Big Hero 6,10/24/2014,165000000
177865,The Hour of the Lynx,I lossens time,5/23/2013,3700000
179053,App,App,4/3/2013,2000000
179144,The Great Beauty,La grande bellezza,5/21/2013,12400000
179159,Germ,Germ,3/12/2013,500000
179340,Goddess,Goddess,3/12/2013,114
180048,Amen,ആമേൻ,3/21/2013,110000
180095,Refuge,Refuge,3/22/2013,100000
180147,We Are The Nobles,Nosotros los nobles,3/28/2013,2000000
180371,Vai Que Dá Certo,Vai Que Dá Certo,3/22/2013,1000000
180691,David Bowie & the Story of Ziggy Stardust,David Bowie & the Story of Ziggy Stardust,6/22/2012,150000
180863,T2 Trainspotting,T2 Trainspotting,1/27/2017,18000000
182131,Little Witch Academia,リトルウィッチアカデミア,3/2/2013,480000
182219,Serial Teachers,Les Profs,4/17/2013,12000000
182228,100 Degrees Below Zero,100 Degrees Below Zero,3/29/2013,500000
183258,All Things To All Men,All Things To All Men,4/5/2013,6000000
183910,Adjust Your Tracking: The Untold Story of the VHS Collector,Adjust Your Tracking: The Untold Story of the VHS Collector,4/5/2013,5000
184098,Think Like a Man Too,Think Like a Man Too,6/20/2014,24000000
184155,Legend No. 17,Легенда №17,4/17/2013,7720000
185562,Shark Alarm at Müggel Lake,Hai-Alarm am Müggelsee,3/12/2013,3774400
186869,The Vagrant,The Vagrant,5/15/1992,9500000
186982,Passione sinistra,Passione sinistra,4/18/2013,2500000
188207,The Legend of Hercules,The Legend of Hercules,1/10/2014,70000000
188222,Entourage,Entourage,6/3/2015,30000000
188540,Arrambam,Arrambam,10/31/2013,9200000
189227,Soodhu Kavvum,Soodhu Kavvum,5/1/2013,310000
189556,Svyato,Svyato,11/27/2005,10000
190469,Redirected,Redirected,1/10/2014,2700000
190880,"Me, Myself and Mum","Les Garçons et Guillaume, à Table !",11/20/2013,10735974
191121,Raanjhanaa,रान्झाना,6/21/2013,6400000
191231,Sol,Sol,4/18/2012,250000
191476,42 One Dream Rush,42 One Dream Rush,9/15/2010,1000000
191550,Gaby: A True Story,Gaby: A True Story,10/30/1987,5000000
192126,Revenge for Jolly!,Revenge for Jolly!,7/17/2012,10000000
192558,Aashiqui 2,Aashiqui 2,4/25/2013,1300000
192936,Frank Herbert's Children of Dune,Frank Herbert's Children of Dune,3/25/2003,20000000
193154,Ku! Kin-dza-dza,Ку! Кин-дза-дза,4/10/2013,4520000
193603,Hayride,Hayride,10/13/2012,60000
193613,Metallica: Through the Never,Metallica: Through the Never,9/25/2013,18000000
193722,R100,R100,10/5/2013,5500000
195022,Kill Me Now,Kill Me Now,12/5/2012,90
195204,"Skin, Skin",Käpy selän alla,10/20/1966,110125
195590,Collide,Collide,8/4/2016,21500000
195834,Defenders of Riga,Rīgas sargi,1/1/2007,3550000
196235,Steam,Steam,11/15/2007,2200000
196859,Jackpot,Jackpot,7/26/2001,400000
197583,50 to 1,50 to 1,3/21/2014,10000000
197950,The Connection,La French,12/3/2014,26000000
199160,Happy Days,హ్యాపీ డేస్,9/28/2007,440141
199327,Gagarin: First in Space,Gagarin: Pervyy v Kosmose,6/5/2013,7000000
199602,Dual,Dvojina,8/22/2013,1000000
199916,Whitey,De Witte van Sichem,12/17/1980,959300
199933,Atlas Shrugged Part III: Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,9/12/2014,5000000
201088,Blackhat,Blackhat,1/13/2015,70000000
201124,Vuonna 85,Vuonna 85,1/24/2013,1600000
201132,Antarctica: A Year on Ice,Antarctica: A Year on Ice,9/5/2013,1000000
201274,Infinite,Infinite,8/25/2012,5000
201277,The Last Match,La partida,5/4/2013,200000
201386,F.C. De Kampioenen: Kampioen zijn blijft plezant,F.C. De Kampioenen: Kampioen zijn blijft plezant,12/17/2013,3849796
201703,Love's Deadly Triangle: The Texas Cadet Murder,Love's Deadly Triangle: The Texas Cadet Murder,2/20/1997,14000000
201759,Miserere,La Marque des anges - Miserere,6/26/2013,20000000
202214,Real Playing Game,Real Playing Game,8/28/2013,704460
203801,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,8/13/2015,75000000
204435,Krrish 3,कृष ३,11/1/2013,6218100
204436,Jack and the Cuckoo-Clock Heart,Jack et la mécanique du coeur,11/17/2013,33
204922,Before I Go to Sleep,Before I Go to Sleep,9/3/2014,22000000
205017,Lootera,Lootera,4/4/2013,4100000
205022,Chennai Express,Chennai Express,8/9/2013,18000000
205584,Gods of Egypt,Gods of Egypt,2/25/2016,140000000
205587,The Judge,The Judge,10/8/2014,50000000
205601,Belle,Belle,9/8/2013,10900000
205908,Recon 2020:  The Caprini Massacre,Recon 2020:  The Caprini Massacre,5/22/2004,100000
206324,Bhaag Milkha Bhaag,Bhaag Milkha Bhaag,7/12/2013,4600000
206574,Unrated II: Scary as Hell,Unrated II: Scary as Hell,2/26/2011,15000
207871,Savannah,Savannah,4/25/2013,5000000
208869,Plastic,Plastic,4/30/2014,10
209274,Ida,Ida,10/25/2013,2159280
209293,Louis Cyr : The Strongest Man in the World,Louis Cyr,7/12/2013,8500000
209355,The French Minister,Quai d'Orsay,11/6/2013,5112027
210234,Skewered,Tuhog,7/16/2013,346500
210479,Locke,Locke,4/10/2014,2000000
210860,Mortdecai,Mortdecai,1/21/2015,60000000
211220,The Pig Farm,The Pig Farm,1/1/2011,1500000
211233,The Hijack That Went South,Kaappari,1/17/2013,1800000
212481,Ashens and the Quest for the Gamechild,Ashens and the Quest for the Gamechild,8/8/2013,123690
214187,The Death of Kevin Carter: Casualty of the Bang Bang Club,The Death of Kevin Carter: Casualty of the Bang Bang Club,9/17/2004,11000
214219,iNumber Number,iNumber Number,9/12/2013,747487
214250,Cosmic Psychos: Blokes You Can Trust,Cosmic Psychos: Blokes You Can Trust,8/8/2013,80000
214430,Bianca Beauchamp: All Access,Bianca Beauchamp: All Access,7/21/2007,7500
215407,Trances,El hal,10/3/1981,200000
215726,Shuttlecock Boys,Shuttlecock Boys,8/2/2012,70000
215741,How Strange to be Named Federico: Scola Narrates Fellini,Che strano chiamarsi Federico,9/12/2013,96
215962,The Stag,The Stag,9/10/2013,600000
215976,Reminiscence,Reminiscence,10/14/2014,500000
216016,The Amityville Asylum,The Amityville Asylum,6/3/2013,20000
217993,Justice League: War,Justice League: War,2/2/2014,3500000
218275,The Letters,The Letters,12/4/2015,1
218836,Planes: Fire & Rescue,Planes: Fire & Rescue,7/17/2014,50000000
219343,Lucia,ಲೂಸಿಯಾ,10/19/2013,79000
220002,Bizim Aile,Bizim Aile,9/7/1975,65700
220106,We Should Not Exist,On ne devrait pas exister,5/23/2006,1
220287,Chanthaly,ຈັນທະລີ,5/18/2013,5000
220669,Королёв,Королёв,10/29/2007,6000000
220714,Grand Masti,Grand Masti,9/13/2013,5500000
221902,"Two Days, One Night","Deux jours, une nuit",5/21/2014,7000000
222671,Dick Figures: The Movie,Dick Figures: The Movie,9/16/2013,313411
222935,The Fault in Our Stars,The Fault in Our Stars,5/16/2014,12000000
223365,Anjali,அஞ்சலி,7/12/1990,2000000
224746,Bekas,Bekas,11/9/2012,2000000
225564,The Ultimate Accessory,100% Cachemire,12/11/2013,1400000
225703,The Starving Games,The Starving Games,11/7/2013,4500000
226448,In Your Eyes,In Your Eyes,4/20/2014,1000000
226672,Legendary: Tomb of the Dragon,Legendary: Tomb of the Dragon,5/16/2013,12000000
227143,Іван Сила,Іван Сила,10/2/2013,2
227196,Freedom Park,Freedom Park,9/10/2004,275000
227700,Mindscape,Mindscape,10/13/2013,4357373
227735,Dolphin Tale 2,Dolphin Tale 2,9/12/2014,36000000
228101,Waar,Waar,10/16/2013,2000000
228165,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2/5/2015,74000000
228496,Sx_Tape,Sx_Tape,5/16/2014,600000
228642,Exit,Exit,7/11/2000,1000000
228967,The Interview,The Interview,12/25/2014,44000000
229297,Magic in the Moonlight,Magic in the Moonlight,7/25/2014,16800000
232100,Riley Rewind,Riley Rewind,12/12/2013,70
232672,Blended,Blended,5/21/2014,40000000
233063,Fuck You Goethe,Fack ju Göhte,11/7/2013,5000000
233487,He Who Dares,He Who Dares,1/31/2014,1000000
234212,Demonic,Demonic,2/12/2015,3000000
234862,Mr Hublot,Mr Hublot,10/14/2013,295000
234937,Forever,Forever,10/5/2006,130
235208,Come il vento,Come il vento,11/10/2013,110
236735,Marshland,La isla mínima,9/25/2014,4000000
236737,Spanish Affair,Ocho apellidos vascos,3/14/2014,3000000
237214,Duniyadari,Duniyadari,7/19/2014,390000
238442,Lunch Box,たまもの,11/20/2004,35000
238615,Self/less,Self/less,7/10/2015,26000000
239553,Ito: Diary of an Urban Priest,Seitti - kilvoittelijan päiväkirja,11/12/2010,560000
239573,Unfinished Business,Unfinished Business,3/5/2015,35000000
239628,Dead End Road,Dead End Road,11/26/2004,100000
239678,This Is Where I Leave You,This Is Where I Leave You,9/10/2014,19800000
239845,The Patrol,The Patrol,10/4/2013,1000000
239895,Twisted,Twisted,11/28/2013,140000
240268,Sriracha,Sriracha,11/29/2013,20000
241254,The Prince,The Prince,8/22/2014,18000000
241448,Village People,Kekkonen Tulee!,4/15/2013,1059300
241554,Run All Night,Run All Night,3/11/2015,50000000
241693,Beyond Beauty: Taiwan from Above,看見台灣,11/1/2013,3400000
241739,Hell and Mr Fudge,Hell and Mr Fudge,7/7/2012,800000
241765,The Outsider,The Outsider,3/11/2014,4000000
241868,Lupin the 3rd,ルパン三世,8/30/2014,10500000
242033,Scorned,Scorned,11/14/2013,1700000
242042,Barefoot,Barefoot,2/2/2014,6000000
242083,Hits,Hits,1/21/2014,1000000
242512,Ouija,Ouija,10/24/2014,5000000
244403,Rudderless,Rudderless,10/17/2014,5000000
245692,The Search,The Search,11/26/2014,25000000
245846,Strangerland,Strangerland,7/1/2015,10000000
245950,The Dragonphoenix Chronicles: Indomitable,The Dragonphoenix Chronicles: Indomitable,1/23/2014,14000
246320,The Three Brothers: The Return,Les trois frères : Le retour,2/12/2014,13640000
247504,Veeram,வீரம்,1/10/2014,5900000
248231,Miraculum,Miraculum,2/28/2014,4600000
248390,Le Crocodile du Botswanga,Le Crocodile du Botswanga,2/19/2014,10916704
248705,The Visitors: Bastille Day,Les Visiteurs: La Révolution,3/23/2016,25868826
248710,The Only Ones,Ainoat Oikeat,12/27/2013,1490000
249677,Time Pass,Time Pass,1/3/2014,200
250219,I Can Quit Whenever I Want,Smetto quando voglio,2/6/2014,2000000
250230,The Cut,The Cut,10/16/2014,16000000
250251,Lucky Island,Ostrov Vezeniya,12/5/2013,2000000
250312,"Mary Is Happy, Mary Is Happy.","Mary Is Happy, Mary Is Happy.",9/1/2013,170000
250349,Barbecue,Barbecue,4/30/2014,6000000
250880,Adolf Hitler: The Greatest Story Never Told,Adolf Hitler: The Greatest Story Never Told,1/27/2013,5000
251321,Aloft,Aloft,2/12/2014,8000000
251584,The Mighty Angel,Pod Mocnym Aniołem,1/17/2014,2100000
252360,In the Name of the King III,In the Name of the King III,12/27/2013,3500000
252607,Junior,Fiston,3/12/2014,8358460
253192,Faster than Rabbits,"Быстрее, чем кролики",1/1/2014,3000000
253395,Above Dark Waters,Tumman veden päällä,9/6/2013,2000000
253450,The Assassin,刺客聶隱娘,8/27/2015,15000000
253612,Live Forever as You Are Now with Alan Resnick,Live Forever as You Are Now with Alan Resnick,12/24/2013,750000
254172,Fathers and Daughters,Fathers and Daughters,10/1/2015,2240000
254582,Oppressed Majority,Majorité Opprimée,10/24/2010,340000
254664,The Journey,一路有你,1/30/2014,1220000
254869,Torrente 5: Operación Eurovegas,Torrente 5: Operación Eurovegas,10/3/2014,9272437
254905,Manglehorn,Manglehorn,6/3/2015,4000000
255647,See You in Montevideo,"Montevideo, vidimo se!",1/15/2014,5400000
256561,Free to Play,Free to Play,3/19/2014,150000
256591,Focus,Focus,2/25/2015,50100000
256687,Swelter,Swelter,4/20/2014,8000000
256930,Kano,Kano,2/27/2014,7
257004,The Stalker,The Stalker,3/1/2013,300
257039,The Drunk,The Drunk,2/16/2014,1000000
257087,The Veil,The Veil,4/21/2016,4000000
257088,Point Break,Point Break,12/3/2015,105000000
257160,Ohm Shanthi Oshaana,ഓം ശാന്തി ഓശാന,2/7/2014,220000
257345,The Darkness,The Darkness,5/13/2016,4000000
258450,Addictions and Subtractions,Sumas y restas,9/22/2004,1500000
260310,Space Dogs 2,Белка и Стрелка: Лунные приключения,2/6/2014,6000000
260500,Legion of the Black,Legion of the Black,12/21/2012,150000
260522,Easy on the Eyes,Legok na Pomine,2/27/2014,2153912
261461,Loucas pra Casar,Loucas pra Casar,1/8/2015,3000000
262340,Mrs. Brown's Boys D'Movie,Mrs. Brown's Boys D'Movie,6/27/2014,5900000
262391,Serial (Bad) Weddings,Qu'est-ce qu'on a fait au Bon Dieu,4/16/2014,13000000
262474,Pro Wrestlers vs Zombies,Pro Wrestlers vs Zombies,3/28/2014,230000
262500,Insurgent,Insurgent,3/18/2015,110000000
262504,Allegiant,Allegiant,3/9/2016,110000000
262841,Monster Trucks,Monster Trucks,12/21/2016,125000000
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Crouching Tiger, Hidden Dragon: Sword of Destiny",2/18/2016,20000000
263471,I,ஐ,1/4/2015,16000000
264644,Room,Room,10/16/2015,6000000
265177,Mommy,Mommy,5/22/2014,4900000
265208,Wild Card,Wild Card,1/14/2015,30000000
265712,Stand by Me Doraemon,STAND BY ME ドラえもん,8/8/2014,35000000
266285,The Salvation,The Salvation,5/22/2014,10500000
266294,Sisters,Sisters,12/18/2015,30000000
266331,Table For Five,Table For Five,2/18/1983,8000000
266723,Latitudes,Latitudes,2/28/2014,670
267193,Grimsby,Grimsby,2/24/2016,35000000
268618,Life in a Fishbowl,Vonarstræti,5/16/2014,2700000
268917,The Past Is a Grotesque Animal,The Past Is a Grotesque Animal,6/15/2014,100
268956,Bubblegum and Broken Fingers,Bubblegum and Broken Fingers,1/1/2011,24000
269057,Bang Bang Baby,Bang Bang Baby,9/8/2014,1000000
269149,Zootopia,Zootopia,2/11/2016,150000000
269495,No Thanks,Ei Kiitos,1/10/2014,1600000
269776,Alléluia,Alléluia,5/14/2014,3673315
270010,A Hologram for the King,A Hologram for the King,4/22/2016,30000000
270221,Neverlake,Neverlake,12/13/2013,232000
270766,Jigarthanda,ஜிகர்தண்டா,8/1/2014,1600000
270774,Skiptrace,Skiptrace,7/21/2016,32000000
271120,Singapore GaGa,Singapore GaGa,8/24/2005,100
271124,Woodenhead,Woodenhead,7/18/2003,27000
271200,Heropanti,Heropanti,5/23/2014,4200000
271234,22 Minutes,22 Minuty,5/8/2014,6500000
272693,The DUFF,The DUFF,2/20/2015,8500000
272720,You're Human Like the Rest of Them,You're Human Like the Rest of Them,5/29/1967,2
272878,Max,Max,6/26/2015,20000000
273169,French Women,Sous les jupes des filles,6/4/2014,5000000
273743,The Last Light,The Last Light,6/1/2014,400000
273922,Deadline,Deadline,5/16/2013,500000
275269,Wazir,Wazir,1/7/2016,5200000
276905,Norm of the North,Norm of the North,1/14/2016,18000000
277154,Admiral,Michiel de Ruyter,1/29/2015,10000000
277546,The Runner,The Runner,8/7/2015,6000000
277834,Moana,Moana,11/23/2016,150000000
277839,"Good Guys Go to Heaven, Bad Guys Go to Pattaya",Pattaya,2/24/2016,5402000
278772,Serial Killer Culture,Serial Killer Culture,2/4/2014,50
279966,The Forgotten,The Forgotten,8/22/2014,1446950
279988,Extinction: Nature Has Evolved,Extinction Jurassic Predators 2017,3/10/2017,3400000
280218,1987,1987,8/6/2014,4000000
280422,All at Once,Все и сразу,6/5/2014,750000
280690,Kick,किक,7/25/2014,22000000
282035,The Mummy,The Mummy,6/6/2017,125000000
282248,The Living,The Living,6/26/2014,500000
282297,Cowspiracy: The Sustainability Secret,Cowspiracy: The Sustainability Secret,7/1/2014,117
282298,Surfacing,Surfacing,7/25/1981,2250000
282631,The Admiral: Roaring Currents,명량,7/30/2014,9500000
283201,Finding Fanny,Finding Fanny,9/12/2014,2489400
283235,99 Homes,99 Homes,10/9/2014,8000000
283587,Beasts of No Nation,Beasts of No Nation,9/11/2015,6000000
283708,Far from Men,Loin des hommes,8/30/2014,7700000
284279,Burnout,Børning,8/24/2014,4000000
284306,They Have Escaped,He ovat paenneet,8/1/2014,1400000
285176,Out of Nature,Mot Naturen,9/19/2014,950000
285783,The Walk,The Walk,9/30/2015,35000000
285959,Valentino,Valentino,3/8/1951,1300000
286805,Dark Dungeons,Dark Dungeons,8/15/2014,1000
287424,Maggie,Maggie,5/8/2015,4000000
287859,Raja Natwarlal,Raja Natwarlal,8/29/2014,5
287940,Night Sights,Night Sights,12/31/2011,250000
288130,A Good Job: Stories of the FDNY,A Good Job: Stories of the FDNY,9/8/2014,600000
289720,Outcast,Outcast,9/26/2014,25000000
290556,Viktor,Виктор,9/4/2014,10000000
290739,Land,Land,5/2/2010,415000
291270,Anomalisa,Anomalisa,12/30/2015,8000000
291805,Now You See Me 2,Now You See Me 2,6/2/2016,90000000
292431,Love,Love,7/6/2015,3000000
293122,The Guide,Поводир,11/12/2014,722083
293271,Moomins on the Riviera,Muumit Rivieralla,10/10/2014,4700000
293313,Risto Räppääjä ja liukas Lennart,Risto Räppääjä ja liukas Lennart,2/7/2014,1300000
293444,Garden Lovers,Eedenistä Pohjoiseen,3/7/2014,460000
293471,Jill and Joy,Onneli ja Anneli,1/17/2014,2100000
293654,Corporate Event,Корпоратив,9/18/2014,2000000
293863,The Age of Adaline,The Age of Adaline,4/16/2015,25000000
293880,Hollidaysburg,Hollidaysburg,9/19/2014,600000
293982,Warsaw 44,Miasto 44,9/19/2014,6700000
294741,The Falling,The Falling,10/11/2014,750000
295823,Mixed Feelings,Смешанные чувства,10/2/2014,2000000
296098,Bridge of Spies,Bridge of Spies,10/15/2015,40000000
296099,Vacation,Vacation,7/28/2015,31000000
296244,Plague,Plague,10/30/2014,200000
296472,Wedding Day,Wedding Day,6/15/2012,350000
297222,PK,PK,12/18/2014,13000000
298040,Gods,Bogowie,10/10/2014,2000000
298312,The Visit,The Visit,9/10/2015,5000000
298721,Cemetery of Splendour,รักที่ขอนแก่น,9/2/2015,980000
299641,Jimmy Vestvood: Amerikan Hero,Jimmy Vestvood: Amerikan Hero,3/13/2016,2500000
299782,The Other Side of the Wind,The Other Side of the Wind,12/31/2018,12000000
299822,Zhongkui: Snow Girl and the Dark Crystal,钟馗伏魔：雪妖魔灵,2/19/2015,32000000
300487,The Swedish Moment,Ruotsalainen hetki,11/7/2014,495000
300600,RISE,Rise,11/6/2014,446000
300667,3 Generations,3 Generations,2/11/2016,5000000
300693,Truth,Truth,9/12/2015,9600000
300983,Yennai Arindhaal,என்னை அறிந்தால்,2/6/2015,7900000
301016,Sunstroke,Солнечный удар,10/4/2014,21000000
301228,Narcopolis,Narcopolis,9/25/2015,1500000
301229,Muffin Top: A Love Story,Muffin Top: A Love Story,10/18/2014,1100000
301325,#Horror,#Horror,11/20/2015,1500000
301365,The Neon Demon,The Neon Demon,6/8/2016,7000000
301608,The Trust,The Trust,4/29/2016,9000000
301875,Equals,Equals,7/15/2015,16000000
302156,Criminal,Criminal,4/14/2016,31500000
302579,Naturally Native,Naturally Native,10/8/1999,700000
303856,The Presence,Die Präsenz,10/31/2014,40000
303991,Demolition,Demolition,4/6/2016,10000000
304410,The Bélier Family,La Famille Bélier,12/17/2014,11000000
305470,Power Rangers,Power Rangers,3/23/2017,100000000
305747,Hoovey,Hoovey,1/31/2015,2
307113,Presidentintekijät,Presidentintekijät,3/14/2014,200000
308084,Tangerine,Tangerine,7/10/2015,100000
308160,The Master Plan,Jönssonligan - Den perfekta stöten,1/16/2015,3500000
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,6/1/2016,135000000
309304,Grandma,Grandma,6/4/2015,600000
310123,Zid,Zid,11/28/2014,1556288
310131,The Witch,The Witch,2/19/2016,3500000
310307,The Founder,The Founder,11/24/2016,25000000
312399,Toy Reanimator,玩具修理者,1/1/2002,60
312791,GirlHouse,GirlHouse,10/16/2014,3150000
313922,Green Room,Green Room,4/15/2016,5000000
314385,By the Sea,By the Sea,11/12/2015,10000000
314405,Tale of Tales,Il racconto dei racconti,5/14/2015,12000000
314952,What Men Do! 2,Что творят мужчины! 2,1/1/2015,2000000
315509,Helios,赤道,4/30/2015,25784494
315837,Ghost in the Shell,Ghost in the Shell,3/29/2017,110000000
315880,The Correspondence,La corrispondenza,1/14/2016,10000000
316269,Calculator,Вычислитель,12/18/2014,2200000
318007,The Veil of Twilight,Skumringslandet,10/10/2014,1131974
319993,Aferim!,Aferim!,1/22/2015,1379375
320048,Ratter,Ratter,1/24/2015,500000
320150,Big Match,빅매치,11/26/2014,500
320316,Italiano medio,Italiano medio,1/29/2015,1816720
321258,The Boy,The Boy,1/22/2016,10000000
321530,Caffeinated,Caffeinated,1/31/2015,200000
321644,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,10/16/2014,750000
321779,Lost in Munich,Ztraceni v Mnichově,10/22/2015,1509896
322506,Elstree 1976,Elstree 1976,10/9/2015,370000
322614,Crumbs,Crumbs,1/27/2015,200000
322745,Counting,Counting,2/9/2015,50000
323426,Shamitabh,Shamitabh,2/6/2015,3700000
323517,Badlapur,बदलापुर,2/20/2015,3700000
323676,The Boss,The Boss,4/7/2016,29000000
323677,Race,Race,2/19/2016,5000000
323967,Walter,Walter,3/13/2015,700000
324260,Bikes vs Cars,Bikes vs Cars,3/15/2015,90
324322,They Will Have to Kill Us First,They Will Have to Kill Us First,10/13/2015,522360
324849,The Lego Batman Movie,The Lego Batman Movie,2/8/2017,80000000
325039,Lady of Csejte,Кровавая леди Батори,2/26/2015,2000000
325358,Superfast!,Superfast!,3/5/2015,20000000
325592,Camp Belvidere,Camp Belvidere,1/1/2014,15000
325803,1-Oct,1-Oct,10/1/2014,2
326011,The Battalion,Батальонъ,2/20/2015,10000000
326029,Delivery,Delivery,4/9/2005,10000
326215,Ooops! Noah is Gone...,Ooops! Noah is Gone...,4/9/2015,6000000
326591,Hollywood between Paranoia and Sci-Fi. The Power of Myth,Hollywood between Paranoia and Sci-Fi. The Power of Myth,5/6/2011,118399
327476,Reunion,Luokkakokous,2/25/2015,1432960
328425,The Gift,The Gift,7/30/2015,5000000
329135,O Kadhal Kanmani,ஓ காதல் கண்மணி,4/17/2015,940000
329833,Zoolander 2,Zoolander 2,2/6/2016,50000000
330418,Indru Netru Naalai,இன்று நேற்று நாளை,6/26/2015,620000
330459,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,12/14/2016,200000000
330483,The Choice,The Choice,2/4/2016,10000000
330878,"Kidnapping, Caucasian Style",Кавказская пленница!,8/21/2014,3500000
331190,Captive,Captive,9/17/2015,2000000
331313,Keeping Up with the Joneses,Keeping Up with the Joneses,10/20/2016,40000000
331985,Sundays,Sundays,3/23/2015,51237
332285,Antibirth,Antibirth,9/2/2016,35000000
332411,I Am Wrath,I Am Wrath,4/14/2016,18000000
332835,Piku,Piku,5/8/2015,5500000
332872,Julieta,Julieta,4/8/2016,1490000
333348,Love the Coopers,Love the Coopers,11/12/2015,17000000
333386,The Duel,The Duel,6/24/2016,10000000
334521,Free Fire,Free Fire,3/31/2017,10000000
334524,Gold,Gold,12/22/2016,20000000
334541,Manchester by the Sea,Manchester by the Sea,11/18/2016,9000000
334543,Lion,Lion,11/24/2016,12000000
335490,The Idealist,Idealisten,4/9/2015,2907868
336004,Heist,Heist,11/13/2015,8900000
336775,All-Stars,All-Stars,10/15/2014,608000
337674,Elle,Elle,5/25/2016,9804690
337876,Gabbar Is Back,Gabbar Is Back,5/1/2015,11000000
338930,Loham,ലോഹം,8/20/2015,1050255
339396,True Memoirs of an International Assassin,True Memoirs of an International Assassin,11/11/2016,40000000
339408,The Birth of a Nation,The Birth of a Nation,9/9/2016,8500000
339419,Loving,Loving,11/4/2016,9000000
339669,Blinky Bill the Movie,Blinky Bill the Movie,8/21/2015,12796917
339944,Secret Society of Souptown,Supilinna salaselts,5/15/2015,1
340101,Their Finest,Their Finest,4/6/2017,32745300
340103,The Monster,The Monster,11/11/2016,2700000
341007,3 Braves,تین بہادر,5/21/2015,143149
341895,Premam,പ്രേമം,5/29/2015,6200000
342381,Bad,Bad,8/31/1987,2000000
342502,AWOL-72,AWOL-72,8/7/2015,3000000
342521,Keanu,Keanu,4/21/2016,15000000
343112,Man Vs.,Man Vs.,6/2/2015,1500000
343284,Night Of The Living Deb,Night Of The Living Deb,8/29/2015,2000000
343724,Identicals,Brand New-U,6/20/2015,2004384
344041,Standoff,Standoff,1/4/2016,8000000
344147,Sharktopus vs. Whalewolf,Sharktopus vs. Whalewolf,7/19/2015,6000000
345306,The Bartender,Бармен,6/18/2015,2600000
345914,The House,The House,6/29/2017,40000000
346490,Babai,Babai,6/28/2015,2137000
346641,The Nightmare,Der Nachtmahr,7/1/2015,85876
347026,A United Kingdom,A United Kingdom,11/25/2016,14000000
347382,The One,Единичка,6/11/2015,1500000
347413,Little Witch Academia: The Enchanted Parade,リトルウィッチアカデミア 魔法仕掛けのパレード,7/3/2015,625
347786,Pioneer Heroes,Пионеры-герои,6/18/2015,500000
347938,11.22.63,11.22.63,2/15/2016,30000000
347969,The Ridiculous 6,The Ridiculous 6,12/11/2015,60000000
347979,Horoscope for Good Luck,Гороскоп на удачу,7/16/2015,2800000
348537,Spanish Affair 2,Ocho apellidos catalanes,11/20/2015,4500000
348668,A Conspiracy of Faith,Flaskepost fra P,3/3/2016,5210000
348675,The Day Will Come,Der kommer en dag,4/21/2016,4750000
348677,The Model,The Model,2/11/2016,4000000
349086,Bitcoin: The End of Money as We Know It,Bitcoin: The End of Money as We Know It,7/18/2015,100000
350312,Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,4/27/2017,18000000
351072,Na Maloom Afraad,Na Maloom Afraad,10/6/2014,884130
351145,Retribution,El desconocido,9/25/2015,4000000
351809,To Steal from a Thief,Cien años de perdón,3/3/2016,6700000
352200,"Rabin, the Last Day","Rabin, the Last Day",11/4/2015,4600000
352205,Parched,Parched,11/14/2015,2700000
