id,title,original_title,release_date,budget
67911,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,9/9/2011,10000000
68016,Aadukalam,Aadukalam,1/14/2011,4000000
68098,Menolippu Mombasaan,Menolippu Mombasaan,9/6/2002,1800000
68179,Escape from Planet Earth,Escape from Planet Earth,2/14/2013,40000000
68351,Sankofa,Sankofa,5/28/1993,1000000
68365,The Life Of Buddha,ประวัติพระพุทธเจ้า,12/5/2007,4000000
68370,Doug Stanhope: Oslo - Burning the Bridge to Nowhere,Doug Stanhope: Oslo - Burning the Bridge to Nowhere,5/3/2011,10000
68419,Anuvahood,Anuvahood,3/18/2011,1000000
68684,Detention,Detention,3/16/2011,10000000
68721,Iron Man 3,Iron Man 3,4/18/2013,200000000
68722,The Master,The Master,9/7/2012,32000000
68726,Pacific Rim,Pacific Rim,7/11/2013,180000000
68727,Trance,Trance,3/27/2013,20000000
68728,Oz: The Great and Powerful,Oz: The Great and Powerful,3/7/2013,200000000
68817,Footloose,Footloose,10/6/2011,24000000
69054,Slavoj Žižek: The Reality of the Virtual,Slavoj Žižek: The Reality of the Virtual,3/23/2004,11
69075,Snakeman,The Snake King,4/9/2005,1000000
69278,Phase 7,Fase 7,7/13/2011,600000
69399,Citizen,Citizen,6/8/2001,500000
69401,Dheena,தீணா,1/14/2001,500000
69404,Mugavari,முகவரி,2/2/2000,500000
69407,Varalaru,Varalaru,10/20/2006,500000
69417,Villan,Villan,12/5/2002,500000
69422,Aasai,ஆசை,9/25/1995,500000
69426,Kandukondain Kandukondain,Kandukondain Kandukondain,5/5/2000,500000
69427,Amarkalam,Amarkalam,8/25/1999,500000
69428,Vaali,Vaali,5/1/1999,500000
69492,Borderline,Borderline,11/15/2002,3700000
69520,Pudhupettai,புதுப்பேட்டை,5/26/2006,4000000
69636,Ghajini,Ghajini,10/14/2005,3200000
69976,Glukhar v kino,Glukhar v kino,5/6/2010,2500000
70368,The Cheat,The Cheat,12/13/1915,17311
70586,Setup,Setup,11/4/2011,20000000
70590,Singham,Singham,7/22/2011,3062000
70656,Imagination,Imagination,2/26/2008,110000
70667,Kon-Tiki,Kon-Tiki,8/24/2012,16600000
70805,Sunday,Sunday,8/27/1997,450
70875,The Harvest (La Cosecha),The Harvest (La Cosecha),7/29/2011,56000
71322,Platon,Платон,11/28/2008,2500000
71370,Trap,Trap,10/27/2007,200000
71552,American Reunion,American Reunion,4/4/2012,50000000
71559,Love Like Poison,Un poison violent,4/8/2010,2000000
71668,Piranha 3DD,Piranha 3DD,5/11/2012,5000000
71714,"Lucía, Lucía",La hija del caníbal,1/17/2003,2750000
72013,Yu-Gi-Oh! 3D: Bonds Beyond Time,劇場版 遊☆戯☆王 ～超融合！時空を越えた絆～,1/23/2010,2017928
72051,Garv: Pride and Honour,Garv: Pride and Honour,7/9/2004,1300000
72197,The Pirates! In an Adventure with Scientists!,The Pirates! In an Adventure with Scientists!,3/12/2012,60000000
72359,Peeples,Peeples,5/9/2013,15
72387,Safe,Safe,4/16/2012,30000000
72525,Syrup,Syrup,6/7/2013,6000000
72640,The Old Mill,The Old Mill,11/5/1937,50663
72766,Newlyweds,Newlyweds,12/26/2011,9000
72767,Battleground,Battleground,1/1/2012,1000000
72852,Hadewijch,Hadewijch,11/25/2009,4600000
72913,Amigo,Amigo,7/14/2010,1200000
73099,August,Elokuu,4/1/2011,1203000
73247,Heartbeeps,Heartbeeps,12/18/1981,10000000
73290,Urban Explorer,Urban Explorer,9/8/2011,3000000
73501,A Plumm Summer,A Plumm Summer,1/1/2007,4200000
73515,Mesmerized,Mesmerized,11/18/1985,5000000
73532,Le Havre,Le Havre,5/17/2011,3850000
73575,Sparrows,Sparrows,5/14/1926,463455
73582,Bodyguard,Bodyguard,8/31/2011,130
73614,House of Usher,House of Usher,5/8/2008,1000000
73723,The Lorax,The Lorax,3/1/2012,70000000
73800,Beach Spike,熱浪球愛戰,7/7/2011,1800000
73935,Vamps,Vamps,8/25/2012,16000000
73981,Ayurveda: Art of Being,Ayurveda: Art of Being,9/20/2001,300000
74394,The Holding,The Holding,9/9/2011,3000000
74415,A Heartbeat Away,A Heartbeat Away,3/11/2011,8292000
74544,Accident,Accident,2/5/1967,600000
74586,Rabies,Kalevet,12/2/2010,500000
74639,Overheard 2,竊聽風雲 2,8/18/2011,8000000
74674,Superclásico,Superclásico,3/17/2011,3400000
74714,Diên Biên Phu,Diên Biên Phu,3/4/1992,30000000
75204,Imaginaerum,Imaginaerum,11/10/2012,4275000
75317,Dabbe,D@bbe,2/9/2006,500000
75438,Pregnant,Beremennyy,7/21/2011,2000000
75579,Dad Savage,Dad Savage,6/5/1998,3500000
75626,For the Love of a Dog,For the Love of a Dog,3/1/2008,1000000
75657,Screwed,Screwed,6/3/2011,3
75736,Catch.44,Catch.44,12/8/2011,7000000
75926,Shaka Zulu,Shaka Zulu,11/24/1986,24000000
76099,The Colonel,Mon colonel,11/15/2006,3900000
76101,Freerunner,Freerunner,9/14/2011,5000000
76105,Hunger,Hunger,1/13/2001,10000
76122,Marvel One-Shot: The Consultant,Marvel One-Shot: The Consultant,9/12/2011,500000
76234,Living Will...,Living Will...,10/4/2011,300000
76264,Bopha!,Bopha!,9/16/1993,12000000
76338,Thor: The Dark World,Thor: The Dark World,10/29/2013,170000000
76341,Mad Max: Fury Road,Mad Max: Fury Road,5/13/2015,150000000
76348,Us Two,À nous deux,5/23/1979,4100000
76349,1911,辛亥革命,7/3/2011,30000000
76438,Racketeer,Рэкетир,11/8/2007,800000
76489,The Three Stooges,The Three Stooges,4/13/2012,30000000
76535,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,10/25/2011,500000
76696,Sidewalls,Medianeras,2/1/2011,11000000
76746,Vdrebezgi,Вдребезги,10/6/2011,400
76788,Mankatha,மங்காத்தா,8/31/2011,6100000
77117,Sunny,써니,5/4/2011,3550000
77185,Two Days,Dva Dnya,9/8/2011,16670000
77459,A Monster in Paris,Un monstre à Paris,10/12/2011,25000000
77561,EVA,EVA,10/28/2011,7000000
77728,Giorgino,Giorgino,10/5/1994,15000000
77908,Trois,Trois,2/11/2000,200000
77944,La peggior settimana della mia vita,La peggior settimana della mia vita,10/27/2011,11000000
78101,Many Wars Ago,Uomini contro,9/16/1970,97
78149,"An Alan Smithee Film: Burn, Hollywood, Burn","An Alan Smithee Film: Burn, Hollywood, Burn",2/20/1998,10000000
78381,Twixt,Twixt,9/10/2011,7000000
78383,Nurse 3-D,Nurse 3-D,9/28/2013,10
78387,Heber Holiday,Shooting Star,9/15/2007,500000
78406,Steal Big Steal Little,Steal Big Steal Little,9/29/1995,25000000
78646,She Monkeys,Apflickorna,1/31/2011,1
79072,Falling,Fallen,9/8/2006,2705100
79120,Weekend,Weekend,9/22/2011,8000
79212,The Extreme Tragic Story of Celal Tan and His Family,Celal Tan ve Ailesinin Aşırı Acıklı Hikayesi,11/16/2011,300000
79464,Rockstar,Rockstar,11/11/2011,10920000
79553,The Front Line,고지전,7/20/2011,10000000
79593,The Tie That Binds,The Tie That Binds,9/8/1995,14000000
79694,The Apparition,The Apparition,8/23/2012,17000000
79698,The Lovers,The Lovers,2/13/2015,27000000
79733,Vysotsky: Thank God I'm Alive,"Высоцкий. Спасибо, что живой",12/1/2011,12000000
79783,Camilla,Camilla,11/25/1994,8500000
79842,SeaFood,SeaFood,10/7/2011,2219684
79983,Padre nuestro,Padre nuestro,10/5/2007,54166
80035,The Watch,The Watch,7/26/2012,68000000
80271,LOL,LOL,2/10/2012,11000000
80327,I Am I,I Am I,4/27/2013,112000
80362,Savage,Odjuret,3/11/2011,900000
80379,Louis C.K.: Live at the Beacon Theater,Louis C.K.: Live at the Beacon Theater,12/10/2011,250000
80539,Panjaa,Panjaa,12/9/2011,6
80591,W.E.,W.E.,9/1/2011,15000000
80708,The Divorcee,The Divorcee,4/19/1930,340
80973,The Girl from the Naked Eye,The Girl from the Naked Eye,6/15/2012,1100000
81048,Running Time,Running Time,12/18/1997,130000
81215,Kinyarwanda,Kinyarwanda,1/24/2011,400000
81220,Everything Put Together,Everything Put Together,11/2/2001,500000
81347,Likainen pommi,Likainen pommi,9/23/2011,900000
81400,The Ride,Jízda,9/13/1994,30000
81481,Silenced,도가니,9/22/2011,2200000
81521,Bloodlock,Bloodlock,12/31/2008,100000
81534,The Parade,Parada,10/31/2011,1500000
81675,The Bear,Ursul,5/6/2011,700000
81829,Bulldog Drummond,Bulldog Drummond,5/2/1929,550000
81836,To Rome with Love,To Rome with Love,4/20/2012,17000000
82309,Hansel and Gretel,Hansel and Gretel,1/1/1982,116000
82450,Hamilton: In the Interest of the Nation,Hamilton - I nationens intresse,3/2/2012,6629445
82477,Countdown,카운트다운,9/29/2011,6000000
82654,Warm Bodies,Warm Bodies,1/31/2013,35000000
82825,Kahaani,Kahaani,3/9/2012,1200000
82990,Paranormal Activity 4,Paranormal Activity 4,10/17/2012,5000000
83114,Tatsumi,Tatsumi,9/15/2011,800
83125,The Color Wheel,The Color Wheel,4/1/2011,19000
83346,It's Impossible to Learn to Plow by Reading Books,It's Impossible to Learn to Plow by Reading Books,1/1/1988,3000
83566,Iran Is Not the Problem,Iran Is Not the Problem,7/28/2008,2
83770,On the Road,On the Road,5/22/2012,25000000
83900,Livid,Livide,12/6/2011,5000000
84084,Wilson,Wilson,8/1/1944,2995000
84106,Captains of the Sands,Capitães da Areia,10/7/2011,4500000
84200,"For a Good Time, Call...","For a Good Time, Call...",8/31/2012,850000
84228,Julia X,Julia X,9/24/2011,4000000
84329,Robot & Frank,Robot & Frank,8/16/2012,2500000
84341,Smashed,Smashed,9/12/2012,500000
84401,Sholem Aleichem: Laughing In The Darkness,Sholem Aleichem: Laughing In The Darkness,2/24/2012,500000
84449,Remains,Remains,12/6/2011,750000
84577,7 Below,7 Below,4/16/2012,6000000
84690,Oxy-Morons,Oxy-Morons,10/2/2011,3500000
84848,Blood,Sangre,2/1/2006,478000
84858,Agneepath,Agneepath,1/25/2012,11097000
85038,Welcome to the North,Benvenuti al nord,1/18/2012,6000000
85047,"London, Paris, New York","London, Paris, New York",3/2/2012,2640000
85277,Happy Family,'N Beetje Verliefd,12/14/2006,800000
85444,Wrinkles,Arrugas,9/19/2011,2000000
85446,Step Up Revolution,Step Up Revolution,7/26/2012,33000000
85545,Elles,Elles,9/9/2011,4000000
85739,A.C.A.B.: All Cops Are Bastards,A.C.A.B.: All Cops Are Bastards,1/27/2012,5000000
85788,Margaret Thatcher: The Long Walk to Finchley,Margaret Thatcher: The Long Walk to Finchley,1/1/2008,500
85841,The Glory Brigade,The Glory Brigade,5/20/1953,850000
85889,Filth,Filth,9/23/2013,5000000
86004,Talaash,तलाश,11/30/2012,8510000
86215,The Cloth,The Cloth,10/28/2012,2000000
86279,Fakta Ladh Mhana,Fakta Ladh Mhana,8/5/2011,10
86577,Happy,Happy,4/9/2011,700000
86658,Zombie Christ,Zombie Christ,10/27/2010,5000
86718,7Aum Arivu,7Aum Arivu,10/26/2011,16000000
86825,Stoker,Stoker,2/28/2013,12000000
86868,La Vérité si je Mens ! 3,La Vérité si je Mens ! 3,1/31/2012,25496629
87190,Pharaoh's  Army,Pharaoh's  Army,1/1/1995,50
87368,17 Girls,17 filles,6/13/2011,4141459
87492,Foxcatcher,Foxcatcher,5/19/2014,24000000
87499,The East,The East,5/31/2013,6500000
87874,Werewolf,Werewolf,1/1/1995,350000
88018,The Skeleton Dance,The Skeleton Dance,8/21/1929,5485
88042,Parental Guidance,Parental Guidance,12/25/2012,25000000
88418,Wolfsburg,Wolfsburg,2/13/2003,3510000
88478,Any Questions for Ben?,Any Questions for Ben?,2/9/2012,114
88491,Chapiteau-Show,Шапито-шоу,12/12/2011,2000000
89156,Rose,Róża,6/9/2011,1365068
89445,Eggshells,Eggshells,1/1/1969,100000
89481,How To Stop Being A Loser,How To Stop Being A Loser,11/18/2011,1750000
89584,Conquest 1453,Fetih 1453,2/16/2012,16000000
89604,Big Love,Big Love,2/10/2012,2742651
89670,Body Of Water,Syvälle salattu,10/7/2011,1800000
89868,Paws,Paws,9/25/1997,137731
91070,L!fe Happens,L!fe Happens,6/18/2011,930000
91088,The King of Pigs,돼지의 왕,11/3/2011,130000
91205,Bling: A Planet Rock,Bling: A Planet Rock,,750000
91781,HealtH,HealtH,9/12/1980,6000000
92060,Michael Jackson's Thriller,Michael Jackson's Thriller,12/2/1983,1100000
92108,Baby sa jakies inne,Baby są jakieś inne,10/14/2011,1689118
92117,Like Water,Like Water,10/6/2011,325
92465,Ponterosa,Ponterosa,3/30/2001,350000
92493,Edwin Boyd: Citizen Gangster,Edwin Boyd: Citizen Gangster,9/10/2011,5000000
93394,Elevator,Elevator,1/1/2011,5000000
93855,Posti in piedi in paradiso,Posti in piedi in paradiso,3/2/2012,10495000
94196,Zarafa,Zarafa,1/25/2012,10750000
94329,The Raid,Serbuan maut,9/8/2011,1100000
94348,Alex Cross,Alex Cross,10/18/2012,45000000
94563,The Woodcarver,The Woodcarver,3/5/2012,3000000
94643,Rescued by Rover,Rescued by Rover,7/3/1905,37
94904,7 Days in Havana,7 días en La Habana,4/5/2012,3800000
95136,Bruno,Bruno,4/16/2000,10000000
95140,Detention,Detention,7/5/2003,5000000
95414,The Mad Scientist,The Mad Scientist,9/26/1941,100000
96026,Ramin,რამინი,4/1/2011,177
96231,August. Eighth,Август. Восьмого,2/22/2012,16000000
96306,Anotherworld,Anotherworld,1/8/2008,40000
96399,For Greater Glory - The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6/1/2012,12000000
96404,A Breed Apart,A Breed Apart,7/1/1984,3000000
96631,Piggy,Piggy,5/3/2012,900000
96951,Salomé,Salomé,2/15/1923,350000
97310,One Nine Nine Four,One Nine Nine Four,10/9/2009,100
97365,Rust and Bone,De rouille et d'os,5/17/2012,15400000
97666,What a Mess!,Shirli-Myrli,6/6/1995,1200000
97784,Teenage Cave Man,Teenage Cave Man,7/1/1958,70000
97971,Chillers,Chillers,1/1/1987,250000
98344,Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,賽德克．巴萊(上)太陽旗,4/9/2011,25000000
98368,Ritual,Modus Anomali,4/26/2012,200000
98502,The Myth Of Fingerprints,The Myth Of Fingerprints,9/17/1997,2000000
98566,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,8/7/2014,125000000
98582,Unit 7,Grupo 7,4/3/2012,3500000
98851,Parts: The Clonus Horror,Parts: The Clonus Horror,8/1/1979,257000
99104,Bloodletting,Bloodletting,1/1/1997,10000
99254,Casey Jones,Casey Jones,9/18/2011,20000
99770,Astérix and Obélix: God Save Britannia,Astérix & Obélix - Au service de Sa Majesté,10/17/2012,61000000
99861,Avengers: Age of Ultron,Avengers: Age of Ultron,4/22/2015,280000000
100152,Mars,Марс,11/11/2004,2000000
100224,How Much Wood Would a Woodchuck Chuck,How Much Wood Would a Woodchuck Chuck,10/30/1976,34000
100402,Captain America: The Winter Soldier,Captain America: The Winter Soldier,3/20/2014,170000000
100791,That still Karloson!,Tot yeshchyo Karloson!,3/15/2012,4000000
101267,Katy Perry: Part of Me,Katy Perry: Part of Me,6/28/2012,12000000
101352,L'Antisémite,L'Antisémite,3/21/2012,90000
101501,The Afflicted,The Afflicted,10/22/2011,180000
101852,Shuffle,Shuffle,3/20/2012,500000
102197,The Spy,Шпион,4/5/2012,6000000
102207,HOUBA! On the Trail of the Marsupilami,Sur la Piste du Marsupilami,4/3/2012,50000000
102222,The Philly Kid,The Philly Kid,5/11/2012,5000000
102295,Underwater!,Underwater!,2/9/1955,3500000
102651,Maleficent,Maleficent,5/28/2014,180000000
102691,Bells from the Deep,Glocken aus der Tiefe,1/1/1993,517000
102784,Two Rabbits,2 Coelhos,1/20/2012,2000000
102871,Summer Games,Giochi d'estate,9/1/2011,2000000
102899,Ant-Man,Ant-Man,7/14/2015,130000000
103686,Paradise: Love,Paradies: Liebe,4/27/2012,3600000
103731,Mud,Mud,5/1/2013,10000000
104364,Nickelodeon,Nickelodeon,12/21/1976,9000000
105299,Siblings,Siblings,9/14/2004,500000
105506,Grandmaster,ഗ്രാന്‍റ്മാസ്റ്റര്‍,5/3/2012,120000
106021,Erased,Erased,9/27/2012,12000000
106112,Flowers and Trees,Flowers and Trees,7/30/1932,15887
106845,Re-Kill,Re-Kill,10/16/2015,9500000
107525,Saippuaprinssi,Saippuaprinssi,2/10/2006,1300000
107775,The Orheim Company,Kompani Orheim,3/2/2012,3500000
107846,Escape Plan,Escape Plan,10/9/2013,50000000
108346,Dreaming of Joseph Lees,Dreaming of Joseph Lees,10/29/1999,2000000
108723,Face-Off,Face-Off,11/12/1971,600
109099,Passion,Passion,9/7/2012,30000000
109298,The Big Bad Wolf,The Big Bad Wolf,4/14/1934,27878
109301,Music Land,Music Land,10/5/1935,35055
109417,Battle of the Year,Battle of the Year,9/21/2013,20000000
109520,After Porn Ends,After Porn Ends,5/21/2012,400000
109632,Carmen,Carmen,10/31/1915,23430
109729,The Canyons,The Canyons,7/29/2013,250000
109861,The Novelist,Päätalo,9/27/2008,1531604
110608,The Enemy,Neprijatelj,3/22/2011,1200000
110919,Circles,Krugovi,1/17/2013,2050000
111836,Gabbar Singh,Gabbar Singh,5/11/2012,7000000
111960,Miranda,Miranda,4/6/1948,784170
112072,The magnetic man,Magneettimies,10/16/2009,262000
112136,Buzzkill,Buzzkill,1/20/2012,1000000
112162,TimeScapes,TimeScapes,6/1/2012,350000
112205,The Family,The Family,9/13/2013,30000000
112456,Hardflip,Hardflip,6/1/2012,1000000
113255,Huie's Sermon,Huie's Predigt,7/7/1983,58000
113757,Up in Arms,Up in Arms,2/17/1944,2000000
114044,Interkosmos,Interkosmos,1/6/2006,9500
114903,Aquí Entre Nos,Aquí Entre Nos,3/30/2012,1
115084,Piranhaconda,Piranhaconda,6/16/2012,1000000
115348,Paranoia,Paranoia,8/14/2013,35000000
115547,The Rise & Fall of a White Collar Hooligan,The Rise & Fall of a White Collar Hooligan,5/7/2012,1000000
115656,Ricky Rapper and the Bicycle Thief,Risto Räppääjä ja polkupyörävaras,2/11/2010,1700000
115782,Jobs,Jobs,8/16/2013,12000000
115871,Match,Матч,5/1/2012,8000000
116445,Wonder Women,Wonder Women,4/25/1973,110000
116514,The Forest,Forest of the Living Dead,4/14/2011,2
117319,Vishwaroopam,விஸ்வரூபம்,1/25/2013,17000000
117629,Yossi,הסיפור של יוסי,5/16/2012,500000
118154,Quiet Flows The Don,Kozak,11/7/2006,2000000
118397,Identical,Identical,12/1/2011,2000000
118452,"First Love, Last Rites","First Love, Last Rites",8/7/1998,300000
118513,A Place in the Sun,En plats i solen,8/29/2012,3000000
118628,English Vinglish,English Vinglish,9/14/2012,2840000
119193,What the Day Owes the Night,Ce que le jour doit à la nuit,9/12/2012,17
119430,Owned & Operated,Owned & Operated,7/2/2012,500
119892,The Monkey King,西遊記之大鬧天宮,1/9/2014,82000000
120149,Spirit,സ്പിരിറ്റ്,6/14/2012,598500
120802,Noobz,Noobz,1/25/2013,340000
121091,Fever,Fever,5/16/1999,6
121173,Voracious,Bwakaw,9/5/2012,11178
121250,Home Before Dark,Home Before Dark,11/16/1958,1390000
121379,Lady Windermere's Fan,Lady Windermere's Fan,12/26/1925,320000
121640,Zaytoun,Zaytoun,10/14/2012,8000000
121734,"Tad, the Lost Explorer",Las aventuras de Tadeo Jones,8/31/2012,10500000
121936,Happiness Never Comes Alone,Un Bonheur n'arrive jamais seul,6/27/2012,15000000
121998,It Was the Son,È stato il figlio,9/1/2012,2100000
122044,Offender,Offender,8/8/2012,2000000
122163,Jill Rips,Jill Rips,1/28/2000,2000000
122800,Freelancers,Freelancers,8/10/2012,11000000
122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,12/10/2014,250000000
122924,One in the Chamber,One in the Chamber,8/21/2012,6000000
122930,Breathless,Breathless,1/4/2012,5000000
123634,Poolside,Poolside,1/1/2012,400
123846,Prime Mover,Prime Mover,2/8/2009,5000000
123964,Miss Blue Jeans,Miss Farkku-Suomi,8/3/2012,1970000
124294,R2B: Return to Base,알투비:리턴투베이스,8/14/2012,10000000
125472,In God We Teach,In God We Teach,11/1/2011,500000
125490,Antiviral,Antiviral,9/19/2012,2400000
126016,Johnny Cash at Folsom Prison,Johnny Cash at Folsom Prison,10/18/2008,717000
126509,2016: Obama's America,2016: Obama's America,7/13/2012,2500000
127493,Stolen,Stolen,5/17/2012,35000000
127517,Disconnect,Disconnect,9/11/2012,10000000
127521,6 Bullets,6 Bullets,9/11/2012,10000000
127913,The Deep,Djúpið,9/7/2012,3000000
128564,Attack of the 50 Foot Cheerleader,Attack of the 50 Foot Cheerleader,1/1/2012,1000000
128841,The Thompsons,The Thompsons,8/21/2012,3000000
129311,A Gun For Jennifer,A Gun For Jennifer,7/1/1997,500000
130717,Broadway,Broadway,5/27/1929,1000000
130754,Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,6/1/2012,100000
131039,Sea Wolf,Sea Wolf,12/24/2009,19000000
131343,Frost,Frost,9/7/2012,1500000
131634,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,11/18/2015,160000000
131689,The Wicked,The Wicked,3/20/2013,800000
131822,Kuningas Litmanen,Kuningas Litmanen,9/28/2012,431274
131940,Josh,Josh,6/9/2000,6900000
132298,Dibu: La Película,Dibu: La Película,7/10/1997,3000000
132363,The Butler,The Butler,8/16/2013,25000000
132759,Soulless,ДухLess,10/4/2012,2800000
133183,The Child,The Child,9/18/2012,5000000
133213,The Dinosaur and the Missing Link: A Prehistoric Tragedy,The Dinosaur and the Missing Link: A Prehistoric Tragedy,1/1/1915,5000
133339,The Surgeon,Exquisite Tenderness,1/13/1995,10000000
133463,Redd Inc.,Redd Inc.,11/3/2012,500000
133694,Promised Land,Promised Land,9/23/2012,15000000
133931,Zambezia,Zambezia,6/5/2012,20000000
134018,House of the Sleeping Beauties,Das Haus der schlafenden Schönen,11/2/2006,1900000
134474,Godfather,ഗോഡ്ഫാദർ,3/3/1991,18000
134782,The Italian Key,The Italian Key,5/14/2011,1800000
135161,You Are God,Jesteś bogiem,5/7/2012,1951964
135210,Junk,Zhest,3/26/2006,3000000
135225,Purge,Puhdistus,9/7/2012,3100000
135362,The chosen,De uitverkorene,6/2/2006,1000000
135858,Dungeons & Dragons: The Book of Vile Darkness,Dungeons & Dragons: The Book of Vile Darkness,8/8/2012,12000000
136911,The Factory,The Factory,10/19/2012,25000000
137145,247°F,247°F,9/1/2011,650000
137400,Black & White: The Dawn of Assault,痞子英雄：全面開戰,1/13/2012,12000000
137599,Action,Action,1/4/1980,121
137769,The Magic Crystal,Maaginen kristalli,11/18/2011,5000000
137955,Crowsnest,Crowsnest,1/1/2012,1200000
137968,Drift,Drift,7/23/2013,11000000
138754,Good Luck. And Take Care of Each Other,Lycka till och ta hand om varandra,10/19/2012,914
138843,The Conjuring,The Conjuring,7/18/2013,13000000
138941,Found,Found,3/30/2012,8000
139325,Made in Mexico,Hecho en México,9/21/2012,2000000
139357,Pizza,Pizza,10/19/2012,240000
139374,Bullit & Ripper,Mais qui a re-tué Pamela Rose?,12/2/2012,9000000
139567,Fire with Fire,Fire with Fire,8/31/2012,20000000
139662,Maattrraan,மாற்றான்,10/11/2012,11340000
139945,The Dark Glow of the Mountain,Gasherbrum - Der leuchtende Berg,3/9/1985,62500
139948,Burn,Burn,11/1/2012,225000
140380,26 Years,26년,11/29/2012,4330000
140489,The Mother Of Invention,The Mother Of Invention,6/25/2010,60000
140595,Elaine Stritch: At Liberty,Elaine Stritch: At Liberty,1/1/2002,300000
140607,Star Wars: The Force Awakens,Star Wars: The Force Awakens,12/15/2015,245000000
140697,Elevator,Elevator,4/4/2008,260
140750,ThanksKilling 3,ThanksKilling 3,11/13/2012,100000
141063,Skeleton Key 2: 667 Neighbor of the Beast,Skeleton Key 2: 667 Neighbor of the Beast,9/2/2008,5000
141520,Rita's Last Fairy Tale,Poslednyaya skazka Rity,11/1/2012,200000
142487,The Precocious and Brief Life of Sabina Rivas,La vida precoz y breve de Sabina Rivas,11/9/2012,4620000
143928,Hellgate,Hellgate,11/5/2011,5000000
144336,Sabotage,Sabotage,3/28/2014,35000000
144340,Admission,Admission,3/21/2013,13000000
145247,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Hundraåringen som klev ut genom fönstret och försvann,12/25/2013,9250000
146216,RED 2,RED 2,7/18/2013,84000000
146227,Getaway,Getaway,8/29/2013,18000000
146229,Kristy,Kristy,8/7/2014,6900000
146233,Prisoners,Prisoners,9/18/2013,46000000
146381,Justin and the Knights of Valour,Justin and the Knights of Valour,8/9/2013,22000000
147405,Dabangg 2,Dabangg 2,12/21/2012,13650000
147698,Crulic - The Path to Beyond,Crulic - drumul spre dincolo,10/21/2011,292
147773,The Way Way Back,The Way Way Back,6/6/2013,4600000
147815,Kadal,கடல்,2/1/2013,7500000
147868,The Worst Christmas of My Life,Il peggior Natale della mia vita,12/22/2012,6843500
147876,The Bowery,The Bowery,10/7/1933,421496
148077,The Matriarch,Lieksa!,9/14/2007,1400000
148265,Eega,Eega,6/6/2012,5990000
148284,Enthiran,எந்திரன்,10/1/2010,26400000
148857,Close,Close,6/27/2004,850000
149232,The Pardon,The Pardon,3/22/2013,5000000
149871,The Tale of the Princess Kaguya,かぐや姫の物語,11/23/2013,49300000
150523,The Mahabharata,The Mahabharata,9/28/1989,334077
151509,Trapped in the Closet: Chapters 23-33,Trapped in the Closet: Chapters 23-33,11/23/2012,750000
152601,Her,Her,12/18/2013,23000000
152780,The Past,Le passé,5/17/2013,11000000
153779,The Kingdom of Solomon,The Kingdom of Solomon,10/6/2010,5000000
153795,Straight A's,Straight A's,1/16/2013,7000000
155084,13 Sins,13 Sins,4/18/2014,5000000
156711,Austenland,Austenland,8/15/2013,4900000
157075,A Job to Kill For,A Job to Kill For,6/27/2006,2500000
157360,In a World...,In a World...,8/9/2013,1000000
157674,FrackNation,FrackNation,1/7/2013,150000
157847,Joe,Joe,4/11/2014,4000000
158011,The Call,The Call,3/14/2013,13000000
158426,Intersections,Intersections,1/29/2013,7700000
158884,A Teacher,A Teacher,9/6/2013,100000
159039,Dr. Ketel,Dr. Ketel,9/17/2011,26700
159434,"Good Boy, Bad Boy","Good Boy, Bad Boy",5/10/2007,4
159447,"Mommies, Happy New Year!","С новым годом, мамы!",12/27/2012,2000000
159479,"Ryaba, My Chicken",Курочка Ряба,10/1/1994,2700000
159550,The Last Brickmaker in America,The Last Brickmaker in America,9/23/2001,8000000
160070,Apartment 1303 3D,Apartment 1303 3D,12/6/2012,5000000
160220,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,11/4/2012,348164
161244,Desmundo,Desmundo,11/8/2002,3
161495,Roommates,Roommates,3/1/1995,22000000
161545,Tutto tutto niente niente,Tutto tutto niente niente,11/30/2012,5579750
161683,Secrets In The Snow,Secrets In The Snow,1/8/2013,100000
162643,Snow & Ashes,Snow and Ashes,5/16/2010,600000
163845,To.get.her,To.get.her,1/21/2011,86
164331,Spiders,Spiders,2/8/2013,7000000
165718,Kick-heart,キックハート,5/1/2013,201164
165864,Hansel and Gretel Get Baked,Hansel and Gretel Get Baked,2/19/2013,4500000
165904,Special 26,स्पेशल 26,2/7/2013,7100000
166161,Jacob,Jacob,9/30/2011,900000
166262,All'ultima spiaggia,All'ultima spiaggia,10/4/2012,2700000
166426,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,5/23/2017,230000000
