id,title,original_title,release_date,budget
9801,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,11/10/2004,50000000
9815,Goal! II: Living the Dream,Goal! II: Living the Dream,2/9/2007,230400
9828,Unknown,Unknown,11/3/2006,3700000
9879,Striptease,Striptease,6/28/1996,50000000
9904,The Wild,The Wild,3/6/2006,80000000
9923,Domino,Domino,9/22/2005,50000000
9945,Vampires,Vampires,4/15/1998,20000000
9958,Trailer Park Boys: The Movie,Trailer Park Boys: The Movie,10/6/2006,5000000
9959,Freedomland,Freedomland,2/17/2006,37665000
9975,Curious George,Curious George,2/10/2006,50000000
9978,Stormbreaker,Stormbreaker,7/21/2006,40000000
9988,Beerfest,Beerfest,8/25/2006,17500000
9989,Antitrust,Antitrust,1/12/2001,30000000
10016,Ghosts of Mars,Ghosts of Mars,8/24/2001,28000000
10023,Dragnet,Dragnet,6/25/1987,20000000
10027,Unleashed,Unleashed,2/2/2005,45000000
10028,Honey,Honey,11/24/2003,18000000
10041,Broken,Broken,1/1/2006,810000
10045,District B13,Banlieue 13,11/9/2004,12000000
10046,Blueberry,Blueberry,2/9/2004,53000000
10050,Get Over It,Get Over It,3/8/2001,10000000
10052,Dragonfly,Dragonfly,2/22/2002,60000000
10061,Escape from L.A.,Escape from L.A.,8/9/1996,50000000
10072,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,2/27/1987,5000000
10090,Reno 911!: Miami,Reno 911!: Miami,2/23/2007,10000000
10092,Cry_Wolf,Cry_Wolf,9/16/2005,1000000
10093,The Return,The Return,11/10/2006,15000000
10096,13 Going on 30,13 Going on 30,4/13/2004,37000000
10098,The Kid,The Kid,1/21/1921,250000
10105,Saints and Soldiers,Saints and Soldiers,9/11/2003,780000
10124,Heartstopper,Heartstopper,1/1/2006,3000000
10126,Colors,Colors,4/15/1988,6000000
10127,Critters 2,Critters 2,4/29/1988,4500000
10133,Cypher,Cypher,10/1/2002,7500000
10134,Cyborg,Cyborg,4/7/1989,500000
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,8/13/2010,155000000
10149,Smoke,Smoke,6/9/1995,7000000
10152,Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,6/13/2003,19000000
10153,Sphere,Sphere,2/13/1998,75000000
10156,History of the World: Part I,History of the World: Part I,6/12/1981,11000000
10160,A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 5: The Dream Child,8/11/1989,8000000
10161,My Left Foot: The Story of Christy Brown,My Left Foot: The Story of Christy Brown,7/21/1989,645180
10174,Madonna: Truth or Dare,Madonna: Truth or Dare,5/10/1991,4
10177,Evil Aliens,Evil Aliens,3/10/2006,500000
10188,The Sisterhood of the Traveling Pants 2,The Sisterhood of the Traveling Pants 2,8/6/2008,27000000
10195,Thor,Thor,4/21/2011,150000000
10197,Nine,Nine,12/3/2009,80000000
10198,The Princess and the Frog,The Princess and the Frog,12/8/2009,105000000
10200,The Day the Earth Stood Still,The Day the Earth Stood Still,12/10/2008,80000000
10208,Muppets from Space,Muppets from Space,7/14/1999,24000000
10218,Swingers,Swingers,10/18/1996,200000
10228,Pokémon: The First Movie: Mewtwo Strikes Back,劇場版ポケットモンスター ミュウツーの逆襲,7/18/1998,30000000
10251,5ive Girls,5ive Girls,1/1/2006,3000000
10253,Dragon Wars: D-War,디워,2/8/2007,70000000
10270,The Challenge,Kampfansage - Der letzte Schüler,1/1/2005,300000
10303,The Jewel of the Nile,The Jewel of the Nile,12/4/1985,25000000
10304,Starship Troopers 2: Hero of the Federation,Starship Troopers 2: Hero of the Federation,4/20/2004,7000000
10312,Patch Adams,Patch Adams,12/25/1998,50000000
10327,"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde",7/2/2003,45000000
10337,Bugsy,Bugsy,12/10/1991,30000000
10338,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6/3/1965,5600000
10355,Shiri,쉬리,2/13/1999,5000000
10368,Tea with Mussolini,Tea with Mussolini,3/25/1999,12000000
10370,Premutos: Lord of the Living Dead,Premutos - Der gefallene Engel,1/1/1997,150000
10375,D-Tox,D-Tox,1/4/2002,55000000
10378,Big Buck Bunny,Big Buck Bunny,4/10/2008,150000
10403,The Player,The Player,4/3/1992,8000000
10425,The Death and Life of Bobby Z,The Death and Life of Bobby Z,7/23/2007,22000000
10431,War,War,8/24/2007,25000000
10438,Beethoven's 2nd,Beethoven's 2nd,12/14/1993,15000000
10442,So I Married an Axe Murderer,So I Married an Axe Murderer,7/30/1993,20000000
10468,28 Days,28 Days,4/6/2000,43000000
10481,102 Dalmatians,102 Dalmatians,10/7/2000,85000000
10483,Death Race,Death Race,8/22/2008,45000000
10523,W.,W.,10/17/2008,25100000
10538,Passenger 57,Passenger 57,11/5/1992,15000000
10539,James and the Giant Peach,James and the Giant Peach,4/12/1996,38000000
10546,The Crow: City of Angels,The Crow: City of Angels,8/29/1996,13000000
10575,Heaven,Heaven,2/6/2002,11000000
10577,Dracula 2000,Dracula 2000,12/22/2000,28000000
10585,Child's Play,Child's Play,11/8/1988,9000000
10596,Replicant,Replicant,5/11/2001,17000000
10598,Dirty,Dirty,11/10/2005,3000000
10611,Barbershop,Barbershop,4/1/2002,12000000
10627,Taps,Taps,12/20/1981,14000000
10630,Führer Ex,Führer Ex,8/31/2002,6854500
10637,Remember the Titans,Remember the Titans,9/29/2000,30000000
10654,Hair,Hair,3/14/1979,11000000
10656,Subway,Subway,4/10/1985,2000000
10661,You Don't Mess with the Zohan,You Don't Mess with the Zohan,6/5/2008,90000000
10664,[REC]²,[REC]²,9/15/2009,5600000
10669,Deliverance,Deliverance,7/30/1972,2000000
10671,Airport,Airport,3/5/1970,10000000
10675,Frantic,Frantic,2/16/1988,20000000
10676,Halloween III: Season of the Witch,Halloween III: Season of the Witch,10/22/1982,2500000
10681,WALL·E,WALL·E,6/22/2008,180000000
10683,Happiness,Happiness,10/16/1998,3000000
10691,Crazy/Beautiful,Crazy/Beautiful,6/29/2001,13000000
10706,Mimic 2,Mimic 2,7/17/2001,10000000
10715,Looney Tunes: Back in Action,Looney Tunes: Back in Action,11/14/2003,80000000
10718,Torque,Torque,1/16/2004,40000000
10720,Down with Love,Down with Love,5/8/2003,35000000
10726,American Psycho 2: All American Girl,American Psycho 2: All American Girl,4/22/2002,10000000
10731,The Client,The Client,7/20/1994,45000000
10734,Escape from Alcatraz,Escape from Alcatraz,6/22/1979,8000000
10740,Birth,Birth,9/8/2004,20000000
10766,Damien: Omen II,Damien: Omen II,6/9/1978,6800000
10781,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre: The Beginning,10/6/2006,16000000
10796,The One,The One,11/2/2001,49000000
10799,Empire of the Wolves,L'Empire des loups,4/20/2005,24000000
10802,Showgirls,Showgirls,9/22/1995,45000000
10833,Heartbreakers,Heartbreakers,3/23/2001,35000000
10845,2001 Maniacs,2001 Maniacs,5/12/2005,3000000
10862,Bounce,Bounce,11/15/2000,35000000
10871,Switchback,Switchback,10/31/1997,37000000
10872,The Ref,The Ref,3/9/1994,11000000
10890,Stripes,Stripes,6/25/1981,10000000
10894,May,May,1/13/2002,500000
10900,Surveillance,Surveillance,2/8/2008,3500000
10906,Pet Sematary II,Pet Sematary II,8/28/1992,8000000
10909,Kalifornia,Kalifornia,9/1/1993,9000000
10911,The Guns of Navarone,The Guns of Navarone,4/27/1961,6000000
10944,In the Cut,In the Cut,9/9/2003,12000000
10946,Earth,Earth,4/22/2007,15000000
10948,The Fox and the Hound,The Fox and the Hound,7/10/1981,12000000
10972,Session 9,Session 9,8/10/2001,1500000
10991,Pokémon: Spell of the Unknown,Pokémon 3: The Movie,7/8/2000,16000000
11011,Ri¢hie Ri¢h,Ri¢hie Ri¢h,12/19/1994,40000000
11042,The Barbarian Invasions,Les Invasions barbares,5/21/2003,8000000
11045,Taxi,Taxi,10/6/2004,25000000
11085,Mutiny on the Bounty,Mutiny on the Bounty,11/8/1962,19000000
11090,The Animal,The Animal,6/1/2001,22000000
11119,Fortress 2,Fortress 2,10/7/1999,11000000
11123,Earthquake,Earthquake,11/15/1974,7000000
11128,Ladder 49,Ladder 49,10/1/2004,60000000
11132,Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,2/17/2004,15000000
11134,Police Story 3: Supercop,警察故事 III：超級警察,7/4/1992,900000
11158,Honey I Blew Up the Kid,Honey I Blew Up the Kid,7/16/1992,40000000
11159,Secrets & Lies,Secrets & Lies,5/24/1996,4500000
11165,Tora! Tora! Tora!,Tora! Tora! Tora!,1/26/1970,25485000
11169,Spartan,Spartan,3/12/2004,19250000
11188,Curse of the Ring,Ring of the Nibelungs,11/19/2004,23000000
11202,Patton,Patton,1/25/1970,12000000
11227,Angel-A,Angel-A,12/21/2005,15000000
11229,Freeway,Freeway,8/23/1996,3000000
11247,A Cinderella Story,A Cinderella Story,7/10/2004,19000000
11253,Hellboy II: The Golden Army,Hellboy II: The Golden Army,7/11/2008,85000000
11298,The Howling,The Howling,4/3/1981,1000000
11302,Bananas,Bananas,4/28/1971,2000000
11329,Runaway Jury,Runaway Jury,10/9/2003,60000000
11357,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,10/21/1988,5000000
11374,Edtv,Edtv,3/26/1999,80000000
11380,Bones,Bones,10/24/2001,10000000
11395,The Santa Clause,The Santa Clause,11/10/1994,22000000
11400,The New World,The New World,12/25/2005,30000000
11411,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,7/23/1987,17000000
11451,Herbie Fully Loaded,Herbie Fully Loaded,6/22/2005,50000000
11452,National Lampoon’s Van Wilder,National Lampoon’s Van Wilder,3/29/2002,5000000
11457,Life as a House,Life as a House,10/25/2001,18000000
11462,Suspicion,Suspicion,11/14/1941,1103000
11511,Kazaam,Kazaam,7/17/1996,20000000
11519,1941,1941,12/13/1979,35000000
11540,Adventures of Arsene Lupin,Arsène Lupin,9/17/2004,23000000
11542,Altered States,Altered States,12/25/1980,15000000
11559,Tideland,Tideland,9/9/2005,12000000
11561,Sleeper,Sleeper,12/17/1973,2000000
11577,Pat Garrett & Billy the Kid,Pat Garrett & Billy the Kid,5/23/1973,4638783
11583,The First Great Train Robbery,The First Great Train Robbery,1/25/1979,6000000
11592,Serial Mom,Serial Mom,4/13/1994,13000000
11598,The Kentucky Fried Movie,The Kentucky Fried Movie,8/10/1977,600000
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,8/6/1972,2000000
11631,Mamma Mia!,Mamma Mia!,7/3/2008,52000000
11645,Ran,乱,6/1/1985,11500000
11651,Hui Buh,"Hui Buh, das Schlossgespenst",7/20/2006,10000000
11660,Following,Following,9/12/1998,6000
11662,Casshern,キャシャーン,4/24/2004,6000000
11675,Halloween: H20,Halloween: H20,8/5/1998,17000000
11679,xXx: State of the Union,xXx: State of the Union,4/27/2005,60000000
11683,Land of the Dead,Land of the Dead,6/24/2005,15000000
11699,The Bad Lieutenant: Port of Call - New Orleans,The Bad Lieutenant: Port of Call - New Orleans,9/11/2009,25000000
11777,I.Q.,I.Q.,12/24/1994,25000000
11798,This Is England,This Is England,9/12/2006,2380000
11815,The Fly,The Fly,7/16/1958,700000
11838,Ju-on: The Grudge,呪怨じゅおん,10/18/2002,3500000
11860,Sabrina,Sabrina,12/15/1995,58000000
11861,How To Make An American Quilt,How To Make An American Quilt,10/6/1995,10000000
11866,Flight of the Phoenix,Flight of the Phoenix,12/17/2004,45000000
11896,Throw Momma from the Train,Throw Momma from the Train,12/11/1987,14000000
11910,Hogfather,Hogfather,12/18/2006,9364800
11930,A2 Racer,Autobahnraser,2/19/2004,7200000
11933,Nothing but Trouble,Nothing but Trouble,2/14/1991,40000000
11934,The Hudsucker Proxy,The Hudsucker Proxy,3/11/1994,30000000
11958,"Not For, or Against (Quite the Contrary)","Ni pour, ni contre (bien au contraire)",3/5/2003,10000000
11978,Men of Honor,Men of Honor,9/13/2000,32000000
12086,Machuca,Machuca,2/24/2004,1500000
12107,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,7/27/2000,84000000
12117,Instinct,Instinct,6/4/1999,80000000
12138,3000 Miles to Graceland,3000 Miles to Graceland,2/23/2001,62000000
12146,The Missing,The Missing,11/26/2003,60000000
12182,Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,10/3/2008,9000000
12222,Horton Hears a Who!,Horton Hears a Who!,3/3/2008,85000000
12230,One Hundred and One Dalmatians,One Hundred and One Dalmatians,1/25/1961,4000000
12233,Oliver & Company,Oliver & Company,11/18/1988,31000000
12241,Curdled,Curdled,9/6/1996,2300000
12244,9,9,8/19/2009,30000000
12279,Spy Kids 3-D: Game Over,Spy Kids 3-D: Game Over,7/25/2003,38000000
12289,Red Cliff,Chi bi,7/10/2008,80341000
12311,Mutiny on the Bounty,Mutiny on the Bounty,11/8/1935,1950000
12400,Redbelt,Redbelt,4/7/2008,7000000
12404,Me and Orson Welles,Me and Orson Welles,11/25/2009,25000000
12412,Miracle at St. Anna,Miracle at St. Anna,9/15/2008,45000000
12445,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,7/7/2011,125000000
12454,All or Nothing,All or Nothing,5/17/2002,9000000
12483,Riding the Bullet,Riding the Bullet,10/15/2004,5000000
12509,Pollock,Pollock,9/6/2000,6
12521,Shocker,Shocker,10/27/1989,5000000
12599,Pokémon: The Movie 2000,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,7/17/1999,30000000
12636,Godzilla Against MechaGodzilla,ゴジラ×メカゴジラ,11/2/2002,8500000
12645,Inhale,Inhale,8/27/2010,10000000
12653,Romasanta,Romasanta,5/13/2004,4500000
12683,Alone in the Dark 2,Alone in the Dark 2,9/1/2008,4600000
12699,Hellraiser: Hellworld,Hellraiser: Hellworld,9/6/2005,5000000
12707,Orca: The Killer Whale,Orca: The Killer Whale,7/22/1977,6000000
12709,Ridicule,Ridicule,5/9/1996,3000000
12764,Missing in Action 2: The Beginning,Missing in Action 2: The Beginning,3/1/1985,2410000
12819,Alpha and Omega,Alpha and Omega,9/17/2010,20000000
12828,No. 2,No. 2,2/16/2006,5000000
13019,Young People Fucking,Young People Fucking,9/5/2007,1500000
13055,Chance,Chance,9/22/2002,75000
13075,Sherrybaby,Sherrybaby,9/8/2006,2000000
13092,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People,10/2/2008,27000000
13120,In Search of a Midnight Kiss,In Search of a Midnight Kiss,4/27/2007,25000
13185,Kidulthood,Kidulthood,3/3/2006,994000
13192,Moonwalker,Moonwalker,10/29/1988,22000000
13209,Offside,Offside,5/26/2006,2500
13221,The Kautokeino Rebellion,Kautokeino-opprøret,1/18/2008,7300000
13245,Atanarjuat: The Fast Runner,Atanarjuat,2/1/2002,1934000
13251,The Walker,The Walker,2/13/2007,10000000
13275,Annapolis,Annapolis,1/27/2006,26000000
13291,Traitor,Traitor,8/23/2008,22000000
13310,Let the Right One In,Låt den rätte komma in,1/26/2008,4000000
13312,Inside,À l'intérieur,6/13/2007,3000000
13321,Lifeboat,Lifeboat,1/11/1944,1590000
13335,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,4/25/2008,12000000
13341,Bad News Bears,Bad News Bears,7/22/2005,30000000
13343,The Ghost & Mr. Chicken,The Ghost & Mr. Chicken,1/20/1966,700000
13360,Highlander V: The Source,Highlander V: The Source,2/6/2007,13000000
13377,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,12/18/1966,315000
13387,Transporter 3,Transporter 3,11/26/2008,30000000
13474,P2,P2,11/9/2007,8000000
13492,Frontier(s),Frontière(s),7/1/2007,3000000
13495,Alatriste,Alatriste,9/1/2006,24000000
13506,Admiral,Адмиралъ,6/6/2008,2000000
13507,Intimate Enemies,L'ennemi Intime,1/1/2007,9780000
13519,The Stand,The Stand,1/1/1994,28000000
13536,City By The Sea,City By The Sea,9/6/2002,40000000
13560,Max,Max,9/10/2002,11000000
13596,My Best Friend's Girl,My Best Friend's Girl,9/19/2008,20000000
13611,Heckler,Heckler,1/1/2007,250000
13617,The Man Who Loved Yngve,Mannen som elsket Yngve,2/15/2008,2200000
13665,Arthur,Arthur,7/17/1981,7000000
13704,License to Drive,License to Drive,7/6/1988,8000000
13764,Santa Claus: The Movie,Santa Claus: The Movie,10/29/1985,50000000
13766,SpaceCamp,SpaceCamp,6/6/1986,18000000
13767,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,11/1/2006,12000000
13804,Fast & Furious,Fast & Furious,4/2/2009,85000000
13805,Disaster Movie,Disaster Movie,8/29/2008,25000000
13809,RockNRolla,RockNRolla,9/4/2008,18000000
13812,Quarantine,Quarantine,10/10/2008,12000000
13820,Repo Man,Repo Man,2/20/1984,1500000
13836,Race to Witch Mountain,Race to Witch Mountain,3/12/2009,50000000
13848,Stuck,Stuck,5/21/2007,5000000
13851,Batman: Gotham Knight,Batman: Gotham Knight,7/3/2008,3500000
13856,Special,Special,1/30/2006,1000000
13885,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,12/20/2007,50000000
13915,Waydowntown,Waydowntown,1/1/2000,555000
13960,ATL,ATL,3/31/2006,20000000
13972,The Women,The Women,9/12/2008,16000000
13973,Choke,Choke,9/26/2008,3000000
13991,College,College,8/28/2008,7000000
14002,Baraka,Baraka,9/15/1992,4000000
14029,Demons,Dèmoni,10/4/1985,1800000
14044,Assembly,Ji jie hao,10/9/2007,16000000
14062,0.45,Calibre 45,11/30/2006,5000000
14070,Ghajini,Ghajini,12/25/2008,9100000
14097,9th Company,9 рота,9/19/2005,9500000
14139,Timecrimes,Los cronocrímenes,9/20/2007,2600000
14164,Dragonball Evolution,Dragonball Evolution,4/1/2009,100000000
14173,Princess,Princess,6/16/2006,8
14174,Lie with Me,Lie with Me,9/10/2005,2200000
14180,Submerged,Submerged,5/6/2005,15000000
14195,Cecil B. Demented,Cecil B. Demented,5/17/2000,10000000
14234,Ploy,Ploy,5/21/2007,2000000
14269,Polyester,Polyester,5/29/1981,300000
14277,Loose Change: 2nd Edition,Loose Change: 2nd Edition,6/1/2006,5000
14278,Murderball,Murderball,7/22/2005,300000
14292,Miracle,Miracle,2/6/2004,28000000
14306,Marley & Me,Marley & Me,12/25/2008,60000000
14375,Romanzo criminale,Romanzo criminale,9/30/2005,818418
14396,Code Name: The Cleaner,Code Name: The Cleaner,1/5/2007,20000000
14460,Battle Beyond the Stars,Battle Beyond the Stars,9/8/1980,2000000
14467,Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,7/4/2008,2300000
14510,From Beyond,From Beyond,6/5/1986,4500000
14518,Peter & the Wolf,Peter & the Wolf,9/23/2006,2300000
14534,Rudy,Rudy,9/17/1993,12000000
14536,New in Town,New in Town,1/30/2009,8000000
14552,"Have Dreams, Will Travel","Have Dreams, Will Travel",5/21/2007,5000000
14556,Anything for Her,Pour elle,12/3/2008,10000000
14564,Rings,Rings,2/1/2017,25000000
14569,I-See-You.Com,I-See-You.Com,3/8/2006,6200000
14570,Gymkata,Gymkata,5/3/1985,8500000
14574,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,5/7/2008,12500000
14575,The Crew,The Crew,10/1/2008,3600000
14576,Shade,Shade,5/18/2003,6800000
14631,The Work and the Glory II: American Zion,The Work and the Glory II: American Zion,10/21/2005,6500000
14687,Eichmann,Eichmann,9/22/2007,8000000
14695,Havoc,Havoc,10/16/2005,9000000
14757,Osama,Osama,5/20/2003,46000
14788,Bubble,Bubble,9/3/2005,1600000
14806,Impulse,Impulse,4/15/2008,2000000
14811,Fiddler on the Roof,Fiddler on the Roof,11/3/1971,9000000
14842,44 Minutes: The North Hollywood Shoot-Out,44 Minutes: The North Hollywood Shoot-Out,1/1/2003,10000000
14913,Boogeyman 2,Boogeyman 2,10/20/2007,4500000
14919,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,12/25/1993,6000000
14924,Sid & Nancy,Sid & Nancy,11/7/1986,4000000
15012,Linewatch,Linewatch,1/1/2008,5000000
15028,Clockstoppers,Clockstoppers,3/17/2002,26000000
15056,The Curse of King Tut's Tomb,The Curse of King Tut's Tomb,4/11/2006,14000000
15059,The Loss of Sexual Innocence,The Loss of Sexual Innocence,4/29/1999,4000000
15067,"The Good, The Bad, The Weird","좋은 놈, 나쁜 놈, 이상한 놈",7/16/2008,10000000
15092,Crank: High Voltage,Crank: High Voltage,4/16/2009,20000000
15125,Dante 01,Dante 01,1/2/2008,8000000
15144,Sixteen Candles,Sixteen Candles,5/4/1984,6500000
15206,The Mother of Tears,La terza madre,9/6/2007,3500000
15212,Species: The Awakening,Species: The Awakening,10/2/2007,3800000
15237,De-Lovely,De-Lovely,7/2/2004,20000000
15256,200 Cigarettes,200 Cigarettes,2/26/1999,6000000
15268,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li,2/27/2009,50000000
15324,Steal This Film,Steal This Film,8/21/2006,3000
15378,The Grand,The Grand,6/7/2007,5400000
15384,Red Cliff Part II,赤壁 2,1/7/2009,80000000
15423,Hood of Horror,Hood of Horror,6/27/2006,5000000
15476,7eventy 5ive,7eventy 5ive,5/16/2007,3000000
15493,Star Wreck: In the Pirkinning,Star Wreck: In the Pirkinning,8/20/2005,16398
15512,Monsters vs Aliens,Monsters vs Aliens,3/19/2009,175000000
15515,The 7th Voyage of Sinbad,The 7th Voyage of Sinbad,12/5/1958,650000
15644,Paparazzi,Paparazzi,9/3/2004,20000000
15681,Ex,Ex,2/6/2009,10000000
15691,Doctor Who,Doctor Who,3/31/1996,5000000
15701,The Irrefutable Truth About Demons,The Irrefutable Truth About Demons,5/1/2000,500000
15745,Made,Made,7/13/2001,5000000
15761,Company,Company,4/15/2002,1500000
15772,Guru,गुरु,1/12/2007,4700000
15774,"Swades: We, the People",Swades,12/17/2004,5000000
15785,Cherry 2000,Cherry 2000,11/12/1987,10000000
15803,Multi-Facial,Multi-Facial,1/1/1995,3000
15907,Duma,Duma,4/22/2005,12000000
15927,A Passage to India,A Passage to India,12/14/1984,8000000
15978,Naina,Naina,5/20/2005,500000
15979,Phoonk,Phoonk,8/22/2008,750000
15992,Abandon,Abandon,10/14/2002,25000000
16003,The Hunters,Jägarna,1/31/1996,17500000
16081,Doctor Dolittle,Doctor Dolittle,12/19/1967,18000000
16119,Cinderella III: A Twist in Time,Cinderella III: A Twist in Time,2/6/2007,8000000
16147,Aurore,Aurore,7/8/2005,6000000
16225,Heavy Metal 2000,Heavy Metal 2000,4/19/2000,15000000
16232,Mr. 3000,Mr. 3000,6/15/2004,30000000
16233,Tromeo & Juliet,Tromeo & Juliet,5/13/1996,350000
16261,Repli-Kate,Repli-Kate,1/18/2002,4000000
16266,2012 Doomsday,2012 Doomsday,2/12/2008,250000
16290,Jackass 3D,Jackass 3D,10/15/2010,20000000
16340,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,9/14/2000,30
16345,Billu,Billu,2/13/2009,5750000
16387,Daleks' Invasion Earth: 2150 A.D.,Daleks' Invasion Earth: 2150 A.D.,1/1/1966,797681
16403,Tears for Sale,Čarlston za Ognjenku,1/30/2008,6000000
16437,Cyborg 2,Cyborg 2,11/24/1993,5000000
16455,The Magic Roundabout,The Magic Roundabout,1/19/2005,20000000
16551,Rhinestone,Rhinestone,6/22/1984,28000000
16555,Daddy's Little Girls,Daddy's Little Girls,2/14/2007,10000000
16617,Mindhunters,Mindhunters,5/7/2004,27000000
16687,Wushu,Wushu,10/23/2008,4000000
16690,Return to Never Land,Return to Never Land,2/14/2002,20000000
16763,Joy Ride 2: Dead Ahead,Joy Ride 2: Dead Ahead,10/7/2008,5000000
16771,Barcelona,Barcelona,7/29/1994,3200000
16781,Madea's Family Reunion,Madea's Family Reunion,2/24/2006,6000000
16784,Welcome to Mooseport,Welcome to Mooseport,2/24/2004,30000000
16820,F/X2,F/X2,4/16/1991,16400000
16871,Drag Me to Hell,Drag Me to Hell,3/15/2009,30000000
16941,Intermission,Intermission,8/29/2003,5000000
16980,The Last Days of Disco,The Last Days of Disco,5/29/1998,8000000
16999,Fire and Ice: The Dragon Chronicles,Fire and Ice: The Dragon Chronicles,9/18/2008,3000000
17010,The Ketchup Effect,Hip Hip Hora!,1/24/2004,2
17077,Everlasting Moments,Maria Larssons eviga ögonblick,9/24/2008,70000000
17086,Chromophobia,Chromophobia,1/1/2005,10000000
17139,Character,Karakter,4/17/1997,4500000
17202,Why Did I Get Married?,Why Did I Get Married?,10/12/2007,15000000
17295,The Battle of Algiers,La battaglia di Algeri,9/8/1966,800000
17303,The Devil Dared Me To,The Devil Dared Me To,10/11/2007,859314
17320,The TV Set,The TV Set,4/28/2006,2000000
17334,The Other End of the Line,The Other End of the Line,10/29/2008,14000000
17339,Force 10 from Navarone,Force 10 from Navarone,11/1/1978,5000000
17360,Escape to Victory,Escape to Victory,6/17/1981,10000000
17375,Rolling,Rolling,1/1/2007,500000
17450,Pennies from Heaven,Pennies from Heaven,12/11/1981,22000000
17456,BloodRayne: Deliverance,BloodRayne II: Deliverance,9/18/2007,10000000
17470,Arc,Arc,10/20/2006,650000
17478,Dhoom,Dhoom,8/27/2004,1500000
17501,Don : The Chase Begins Again,Don : The Chase Begins Again,10/20/2006,7100000
17600,Spanking the Monkey,Spanking the Monkey,1/15/1994,200000
17632,The Hunt for Gollum,The Hunt for Gollum,5/4/2009,5000
17692,Jaws 3-D,Jaws 3-D,3/16/1983,20500000
17780,A Kind of America 2,Valami Amerika 2,12/18/2008,1500000
17794,Quest for a Heart,Röllin Sydän,12/14/2007,6000000
17845,Loft,Loft,10/21/2008,4185000
17909,Who's Singin' Over There?,Ko to tamo peva,1/1/1980,120000
17926,Undiscovered,Undiscovered,8/26/2005,9000000
17935,Iron & Blood: The Legend of Taras Bulba,Taras Bulba,4/2/2009,25000000
18009,Leprechaun 2,Leprechaun 2,4/7/1994,2000000
18041,Gossip,Gossip,4/21/2000,14000000
18164,Twelve and Holding,Twelve and Holding,9/11/2005,400000
18239,The Twilight Saga: New Moon,The Twilight Saga: New Moon,3/15/2009,50000000
18254,Reds,Reds,12/25/1981,32000000
18442,Decoys,Decoys,2/27/2004,5000000
18467,Spiral,Spiral,1/1/2007,1500000
18472,Driven To Kill,Driven To Kill,5/1/2009,10000000
18476,Horsemen,Horsemen,2/6/2009,20000000
18477,The Hills Have Eyes Part II,The Hills Have Eyes Part II,6/1/1984,700000
18480,Brüno,Brüno,7/8/2009,42000000
18498,Ghoulies,Ghoulies,11/8/1984,1000000
18533,Bronson,Bronson,10/9/2008,230000
18573,House of Wax,House of Wax,4/10/1953,658000
18587,10 to Midnight,10 to Midnight,3/11/1983,4520000
18634,Puzzlehead,Puzzlehead,4/21/2005,500000
18707,"Twinkle, Twinkle, Lucky Stars",夏日福星,8/15/1985,9023199
18724,Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,5/19/1958,88000
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,Kôkaku kidôtai: Stand Alone Complex - Solid State Society,2/23/2007,3200000
18882,Man-Thing,Man-Thing,4/21/2005,7500000
18884,Nuremberg,Nuremberg,7/16/2000,24000000
18940,Secrets Of State,Secret Défense,12/10/2008,15000000
18983,"Godzilla, King of the Monsters!","Godzilla, King of the Monsters!",4/27/1956,650000
18994,Tarzan and His Mate,Tarzan and His Mate,4/20/1934,95
