id,title,original_title,release_date,budget
928,Gremlins 2: The New Batch,Gremlins 2: The New Batch,6/15/1990,50000000
947,Lawrence of Arabia,Lawrence of Arabia,12/10/1962,15000000
956,Mission: Impossible III,Mission: Impossible III,5/3/2006,150000000
962,The Gold Rush,The Gold Rush,6/25/1925,923000
963,The Maltese Falcon,The Maltese Falcon,11/18/1941,375000
967,Spartacus,Spartacus,10/6/1960,12000000
985,Eraserhead,Eraserhead,3/19/1977,10000
1023,Adam's Apples,Adams æbler,4/15/2005,3700000
1125,Dreamgirls,Dreamgirls,12/25/2006,70000000
1250,Ghost Rider,Ghost Rider,2/16/2007,110000000
1271,300,300,12/9/2006,65000000
1273,TMNT,TMNT,3/23/2007,34000000
1281,Bean,Bean,7/3/1997,18000000
1362,The Hobbit,The Hobbit,11/27/1977,3000000
1369,Rambo: First Blood Part II,Rambo: First Blood Part II,5/21/1985,44000000
1378,Shortbus,Shortbus,5/20/2006,2000000
1381,The Fountain,The Fountain,9/6/2006,35000000
1391,Y Tu Mamá También,Y tu mamá también,6/8/2001,5000000
1405,Greed,Greed,12/4/1924,546883
1428,Once Upon a Time in Mexico,Once Upon a Time in Mexico,9/11/2003,29000000
1429,25th Hour,25th Hour,12/16/2002,15000000
1435,Tarnation,Tarnation,10/19/2003,218
1483,Begotten,Begotten,4/30/1990,33000
1495,Kingdom of Heaven,Kingdom of Heaven,5/3/2005,130000000
1496,Cool as Ice,Cool as Ice,10/18/1991,6000000
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,25000000
1523,The Last King of Scotland,The Last King of Scotland,9/1/2006,6000000
1535,Spy Game,Spy Game,11/18/2001,92000000
1555,The Spanish Apartment,L'Auberge espagnole,5/17/2002,5300000
1572,Die Hard: With a Vengeance,Die Hard: With a Vengeance,5/19/1995,90000000
1573,Die Hard 2,Die Hard 2,7/2/1990,70000000
1574,Chicago,Chicago,12/26/2002,45000000
1577,Resident Evil: Apocalypse,Resident Evil: Apocalypse,9/10/2004,45000000
1580,Rope,Rope,8/23/1948,1500000
1620,Hitman,Hitman,11/21/2007,24000000
1626,Vivre Sa Vie,Vivre sa vie: film en douze tableaux,9/20/1962,64000
1634,Free Willy,Free Willy,7/16/1993,20000000
1640,Crash,Crash,1/13/2004,6500000
1642,The Net,The Net,7/28/1995,22000000
1677,Ray,Ray,10/29/2004,40000000
1691,Hostel: Part II,Hostel: Part II,6/8/2007,10200000
1712,Giant,Giant,10/10/1956,5400000
1724,The Incredible Hulk,The Incredible Hulk,6/12/2008,150000000
1726,Iron Man,Iron Man,4/30/2008,140000000
1782,Afterwards,Afterwards,10/1/2008,15400000
1788,Footloose,Footloose,2/17/1984,8200000
1791,The Piano Teacher,La Pianiste,5/14/2001,3000000
1803,Angel,Angel,4/19/1984,3000000
1812,Trick,Trick,7/23/1999,450000
1825,Over the Top,Over the Top,2/13/1987,25000000
1874,Goodbye Bafana,Goodbye Bafana,2/11/2007,30000000
1891,The Empire Strikes Back,The Empire Strikes Back,5/17/1980,18000000
1892,Return of the Jedi,Return of the Jedi,5/23/1983,32350000
1893,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,5/19/1999,115000000
1894,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,5/15/2002,120000000
1895,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,5/17/2005,113000000
1899,The Chinese Botanist's Daughters,Les Filles Du Botaniste,4/26/2006,3910000
1904,Memoirs of a Geisha,Memoirs of a Geisha,12/6/2005,85000000
1912,Reclaim Your Brain,Free Rainer - Dein Fernseher lügt,9/11/2007,2500000
1927,Hulk,Hulk,6/19/2003,137000000
1931,Stomp the Yard,Stomp the Yard,5/16/2007,13000000
1939,Laura,Laura,10/11/1944,1020000
1946,eXistenZ,eXistenZ,4/14/1999,15000000
1948,Crank,Crank,8/31/2006,12000000
1951,Manderlay,Manderlay,5/16/2005,14200000
1958,8 Women,8 femmes,1/8/2002,8000000
1966,Alexander,Alexander,11/21/2004,155000000
1979,Fantastic 4: Rise of the Silver Surfer,4: Rise of the Silver Surfer,6/13/2007,130000000
1991,Death Proof,Death Proof,5/21/2007,25000000
2002,The Last Mistress,Une vieille maîtresse,5/30/2007,6500000
2011,Persepolis,Persepolis,5/23/2007,7300000
2023,Hidalgo,Hidalgo,3/5/2004,100000000
2042,Savior,Savior,11/20/1998,10000000
2045,Unforgettable,Unforgettable,2/23/1996,18000000
2046,The Gift,The Gift,12/22/2000,10000000
2071,Shattered,Shattered,10/11/1991,22000000
2072,Cyberjack,Cyberjack,9/19/1995,2000000
2088,Romeo Is Bleeding,Romeo Is Bleeding,9/13/1993,11500000
2109,Rush Hour,Rush Hour,9/18/1998,33000000
2110,Wasabi,Wasabi,10/31/2001,15300000
2124,Color of Night,Color of Night,8/19/1994,40000000
2160,Voyage to the Bottom of the Sea,Voyage to the Bottom of the Sea,7/12/1961,1580000
2168,2:37,2:37,5/26/2006,850000
2182,Attack of the Killer Tomatoes!,Attack of the Killer Tomatoes!,10/1/1978,90000
2197,Sounds of Sand,Si le vent soulève les sables,5/2/2007,5000000
2255,Chasing Amy,Chasing Amy,4/4/1997,250000
2292,Clerks,Clerks,9/13/1994,27000
2297,Kafka,Kafka,11/15/1991,11000000
2334,Taxi 3,Taxi 3,1/29/2003,14500000
2395,Asterix at the Olympic Games,Astérix aux Jeux Olympiques,1/13/2008,97250400
2525,The Bible: In the Beginning...,The Bible: In the Beginning...,9/28/1966,18000000
2577,Code 46,Code 46,9/2/2003,7500000
2616,Uncle Buck,Uncle Buck,8/16/1989,15000000
2636,The Specialist,The Specialist,10/7/1994,45000000
2649,The Game,The Game,9/12/1997,50000000
2661,Batman,Batman,7/30/1966,1377800
2666,Dark City,Dark City,2/27/1998,27000000
2701,Abraham,Abraham,4/3/1994,10000000
2734,David,David,3/23/1997,15000000
2749,15 Minutes,15 Minutes,3/1/2001,60000000
2756,The Abyss,The Abyss,8/9/1989,70000000
2757,Adaptation.,Adaptation.,12/6/2002,19000000
2767,Les Amants du Pont-Neuf,Les Amants du Pont-Neuf,10/16/1991,28000000
2786,Pierrot le Fou,Pierrot le fou,8/29/1965,300000
2787,Pitch Black,Pitch Black,2/18/2000,23000000
2788,Reality Bites,Reality Bites,2/18/1994,11500000
2832,Identity,Identity,4/25/2003,30000000
2897,Around the World in Eighty Days,Around the World in Eighty Days,10/17/1956,6000000
2898,As Good as It Gets,As Good as It Gets,12/19/1997,50000000
2984,A Countess from Hong Kong,A Countess from Hong Kong,1/5/1967,3500000
2989,Roar,Roar,11/12/1981,17000000
3033,Gods and Monsters,Gods and Monsters,1/21/1998,10000000
3034,Young Frankenstein,Young Frankenstein,12/15/1974,2800000
3035,Frankenstein,Frankenstein,11/21/1931,291000
3037,Yella,Yella,2/14/2007,3000000
3050,Doctor Dolittle,Doctor Dolittle,6/22/1998,71000000
3097,"The Tulse Luper Suitcases, Part 1: The Moab Story","The Tulse Luper Suitcases, Part 1: The Moab Story",5/24/2003,10000000
3110,Shane,Shane,4/23/1953,3100000
3116,Midnight Cowboy,Midnight Cowboy,5/25/1969,3600000
3121,Nashville,Nashville,6/11/1975,2200000
3131,Gangs of New York,Gangs of New York,12/14/2002,100000000
3172,Bandits,Bandits,10/12/2001,75000000
3291,"Good Night, and Good Luck.","Good Night, and Good Luck.",9/16/2005,7000000
3511,The Broken,The Broken,1/18/2008,6700000
3512,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,7/13/1995,60000000
3586,Prêt-à-Porter,Prêt-à-Porter,12/23/1994,15000000
3587,Bogus,Bogus,9/6/1996,32000000
3595,Ransom,Ransom,11/8/1996,80000000
3682,54,54,8/28/1998,13000000
3683,Flags of Our Fathers,Flags of Our Fathers,10/18/2006,90000000
3870,1900,Novecento,9/3/1976,9000000
3902,I'm Not There.,I'm Not There.,10/1/2007,20000000
3980,Critters,Critters,4/11/1986,2000000
3989,Team America: World Police,Team America: World Police,10/10/2004,32000000
4133,Blow,Blow,4/4/2001,53000000
4170,Trade,Trade,1/23/2007,12000000
4174,Spellbound,Spellbound,12/28/1945,1500000
4192,Death on the Nile,Death on the Nile,10/6/1978,7920000
4203,Women on the Verge of a Nervous Breakdown,Mujeres al borde de un ataque de nervios,3/14/1988,700000
4233,Scream 2,Scream 2,12/9/1997,24000000
4244,The Kid,The Kid,7/7/2000,65000000
4251,Veer-Zaara,Veer-Zaara,11/12/2004,7000000
4255,The Party at Kitty and Stud's,The Party at Kitty and Stud's,2/10/1970,5000
4349,The Kingdom,The Kingdom,8/22/2007,70000000
4379,Monster-in-Law,Monster-in-Law,5/13/2005,43000000
4437,2010,2010,12/6/1984,28000000
4476,Legends of the Fall,Legends of the Fall,12/16/1994,30000000
4515,Lions for Lambs,Lions for Lambs,10/22/2007,35000000
4518,Elizabeth,Elizabeth,9/13/1998,30000000
4523,Enchanted,Enchanted,11/20/2007,85000000
4551,Be Cool,Be Cool,3/4/2005,53000000
4588,"Lust, Caution",色‧戒,9/28/2007,15000000
4599,Raising Helen,Raising Helen,5/27/2004,50000000
4627,Krabat and the Legend of the Satanic Mill,Krabat,9/7/2008,8000000
4704,At Long Last Love,At Long Last Love,3/1/1975,6000000
4722,Body Snatchers,Body Snatchers,6/9/1993,13000000
4762,The Lost Honor of Katharina Blum,Die verlorene Ehre der Katharina Blum,10/10/1975,1000000
4858,The Invasion,The Invasion,8/17/2007,80000000
4896,Muxmäuschenstill,Muxmäuschenstill,1/28/2004,40000
4949,A Time for Killing,A Time for Killing,8/1/1967,2000000
4959,The International,The International,2/3/2009,50000000
4961,Mimic,Mimic,8/22/1997,30000000
4970,Gothika,Gothika,11/21/2003,40000000
5137,Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow,9/17/2004,70000000
5139,The Fox & the Child,Le Renard et l'Enfant,12/27/2007,13000000
5156,Bicycle Thieves,Ladri di biciclette,11/24/1948,133000
5157,Beneath the Valley of the Ultra-Vixens,Beneath the Valley of the Ultra-Vixens,5/11/1979,239000
5175,Rush Hour 2,Rush Hour 2,8/3/2001,90000000
5176,3:10 to Yuma,3:10 to Yuma,9/6/2007,55000000
5204,Control,Kontroll,11/20/2003,500000
5255,The Polar Express,The Polar Express,11/10/2004,165000000
5393,Happily N'Ever After,Happily N'Ever After,9/14/2006,47000000
5549,RoboCop 2,RoboCop 2,6/22/1990,35000000
5550,RoboCop 3,RoboCop 3,4/17/1993,22000000
5552,Immortal,Immortel (ad vitam),3/13/2004,24665810
5683,Pee-wee's Big Adventure,Pee-wee's Big Adventure,7/26/1985,6000000
5719,Mudhoney,Mudhoney,5/25/1965,60000
5721,Vixen!,Vixen!,10/15/1968,76000
5723,Once,Once,3/23/2007,160000
5741,Lorna,Lorna,9/11/1964,60000
5742,"Cherry, Harry & Raquel!","Cherry, Harry & Raquel!",4/22/1970,90000
5842,Versus,VERSUS -ヴァーサス-,10/23/2000,10000
5971,We're No Angels,We're No Angels,12/15/1989,20000000
6068,Six Days Seven Nights,Six Days Seven Nights,6/12/1998,70000000
6106,Salvador,Salvador,4/23/1986,4500000
6279,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit,12/9/1993,38000000
6280,Junior,Junior,11/22/1994,60000000
6283,MouseHunt,MouseHunt,12/19/1997,38000000
6391,Jellyfish,Meduzot,5/5/2007,1800000
6439,Racing Stripes,Racing Stripes,1/6/2005,30000000
6519,The Dukes of Hazzard,The Dukes of Hazzard,8/5/2005,50000000
6557,27 Dresses,27 Dresses,1/10/2008,30000000
6593,Godzilla vs. Mechagodzilla II,ゴジラvsメカゴジラ,12/11/1993,9500000
6637,National Treasure: Book of Secrets,National Treasure: Book of Secrets,12/13/2007,130000000
6639,Love in the Time of Cholera,Love in the Time of Cholera,10/4/2007,45000000
6795,Zathura: A Space Adventure,Zathura: A Space Adventure,11/6/2005,65000000
6936,Ben X,Ben X,8/26/2007,1500000
6957,The 40 Year Old Virgin,The 40 Year Old Virgin,8/11/2005,26000000
7090,Ken Park,Ken Park,8/31/2002,1300000
7093,Vatel,Vatel,5/1/2000,35000000
7183,Perfect Stranger,Perfect Stranger,4/12/2007,60795000
7227,Airport '77,Airport '77,3/11/1977,6000000
7290,2001: A Space Travesty,2001: A Space Travesty,10/31/2000,26000000
7351,Julia,Julia,2/9/2008,6000000
7442,Sleeping with the Enemy,Sleeping with the Enemy,2/8/1991,19000000
7445,Brothers,Brothers,1/27/2009,26000000
7551,Déjà Vu,Déjà Vu,11/22/2006,75000000
7553,Waiting...,Waiting...,10/7/2005,3000000
7555,Rambo,Rambo,1/24/2008,50000000
7735,The Wave,Die Welle,3/11/2008,7500000
7840,"10,000 BC","10,000 BC",2/22/2008,105000000
7913,Rang De Basanti,Rang De Basanti,1/26/2006,2200000
7974,The Match Factory Girl,Tulitikkutehtaan tyttö,9/20/1990,474700
7983,Lowlands,Tiefland,2/11/1954,8500000
8005,Robin Hood: Men in Tights,Robin Hood: Men in Tights,7/28/1993,20000000
8009,Highlander,Highlander,3/7/1986,16000000
8011,Highlander: The Final Dimension,Highlander III: The Sorcerer,11/29/1994,26000000
8014,Valley of Flowers,Valley of Flowers,7/15/2006,6000000
8065,21,21,3/27/2008,35000000
8066,Stay,Stay,9/24/2005,50000000
8072,Alphaville,"Alphaville, une étrange aventure de Lemmy Caution",5/5/1965,220000
8073,Band of Outsiders,Bande à part,8/5/1964,120000
8077,Alien³,Alien³,5/22/1992,50000000
8090,Untraceable,Untraceable,1/22/2008,35000000
8202,Æon Flux,Æon Flux,11/30/2005,62000000
8209,1. Mai – Helden bei der Arbeit,1. Mai – Helden bei der Arbeit,2/8/2008,200000
8265,Welcome to the Sticks,Bienvenue chez les ch'tis,1/9/2008,11000000
8279,Paris,Paris,1/19/2008,19000000
8285,The Spirit,The Spirit,12/25/2008,60000000
8326,Holes,Holes,4/18/2003,20000000
8329,[REC],[REC],4/10/2007,1500000
8332,Antibodies,Antikörper,4/24/2005,1900000
8337,They Live,They Live,11/23/1988,4000000
8367,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,6/14/1991,48000000
8388,¡Three Amigos!,¡Three Amigos!,12/12/1986,25000000
8409,A Man Apart,A Man Apart,4/4/2003,36000000
8469,Animal House,Animal House,7/27/1978,2700000
8488,Hitch,Hitch,2/10/2005,70000000
8490,Borderline,Borderline,10/31/1980,8500000
8536,Superman II,Superman II,12/4/1980,54000000
8619,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,11/14/2003,150000000
8653,The Isle,섬,4/22/2000,50000
8681,Taken,Taken,2/18/2008,25000000
8698,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,7/11/2003,78000000
8699,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,7/9/2004,26000000
8814,Doom,Doom,10/20/2005,60000000
8836,The X Files: I Want to Believe,The X Files: I Want to Believe,7/24/2008,30000000
8840,DragonHeart,DragonHeart,5/31/1996,57000000
8843,The Cell,The Cell,8/17/2000,33000000
8849,Alfie,Alfie,10/22/2004,60000000
8856,"The Karate Kid, Part II","The Karate Kid, Part II",6/18/1986,113
8859,"Dude, Where’s My Car?","Dude, Where’s My Car?",12/15/2000,13000000
8860,Metro,Metro,1/16/1997,55000000
8871,How the Grinch Stole Christmas,How the Grinch Stole Christmas,11/17/2000,123000000
8880,Che: Part Two,Che: Part Two,1/24/2009,40000000
8881,Che: Part One,Che: Part One,9/5/2008,30000000
8884,Franklyn,Franklyn,10/16/2008,12000000
8895,Adoration,Adoration,1/1/2008,4700000
8896,Delta,Delta,9/11/2008,1500000
8898,The Headless Woman,La mujer sin cabeza,8/21/2008,2700000
8909,Wanted,Wanted,6/19/2008,75000000
8966,Twilight,Twilight,11/20/2008,37000000
8968,Boogeyman,Boogeyman,2/4/2005,20000000
8974,The War of the Worlds,The War of the Worlds,8/13/1953,2000000
8976,A Lot Like Love,A Lot Like Love,4/22/2005,30000000
8982,The Protector,ต้มยำกุ้ง,8/11/2005,6000000
8985,Visions of Europe,Visions of Europe,5/1/2004,2000000
8988,Stop-Loss,Stop-Loss,3/28/2008,25000000
9030,The Eye,The Eye,2/1/2008,12000000
9037,Grease 2,Grease 2,6/11/1982,13200000
9255,Hot Shots! Part Deux,Hot Shots! Part Deux,5/21/1993,25000000
9257,S.W.A.T.,S.W.A.T.,8/8/2003,80000000
9268,Eraser,Eraser,6/21/1996,100000000
9279,Jingle All the Way,Jingle All the Way,11/15/1996,60000000
9280,Femme Fatale,Femme Fatale,11/6/2002,35000000
9282,11:14,11:14,5/16/2003,6000000
9294,Phenomenon,Phenomenon,7/5/1996,32000000
9300,Orlando,Orlando,9/1/1992,4000000
9303,Bound,Bound,9/13/1996,4500000
9315,Flightplan,Flightplan,9/22/2005,55000000
9334,The Scorpion King,The Scorpion King,4/16/2002,60000000
9336,Police Academy,Police Academy,3/22/1984,4500000
9339,Click,Click,6/22/2006,82500000
9344,Kids,Kids,7/28/1995,1500000
9348,Species,Species,7/7/1995,35000000
9350,Cliffhanger,Cliffhanger,5/28/1993,70000000
9362,Tremors,Tremors,1/19/1990,11000000
9367,El Mariachi,El Mariachi,9/4/1992,220000
9425,Soldier,Soldier,10/23/1998,75000000
9426,The Fly,The Fly,8/15/1986,15000000
9430,Go,Go,4/9/1999,6500000
9431,Bordello of Blood,Bordello of Blood,8/16/1996,15000000
9452,Bulworth,Bulworth,5/15/1998,30000000
9464,Buffalo '66,Buffalo '66,1/20/1998,1500000
9472,DodgeBall: A True Underdog Story,DodgeBall: A True Underdog Story,6/18/2004,20000000
9479,The Nightmare Before Christmas,The Nightmare Before Christmas,10/9/1993,18000000
9486,Johnny English,Johnny English,4/6/2003,40000000
9488,Spy Kids 2: The Island of Lost Dreams,Spy Kids 2: The Island of Lost Dreams,8/7/2002,38000000
9490,Half Baked,Half Baked,1/16/1998,8000000
9495,The Crow,The Crow,5/11/1994,15000000
9509,Man on Fire,Man on Fire,4/23/2004,70000000
9510,1½ Knights - In Search of the Ravishing Princess Herzelinde,1½ Ritter - Auf der Suche nach der hinreißenden Herzelinde,12/17/2008,67000000
9529,Candyman,Candyman,10/16/1992,6000000
9534,Ferpect Crime,Crimen Ferpecto,9/10/2004,6000000
9536,Bio-Dome,Bio-Dome,1/12/1996,15000000
9544,FearDotCom,FearDotCom,8/9/2002,40000000
9551,Dieter - The Movie,Dieter - Der Film,3/4/2006,6907750
9557,Boat Trip,Boat Trip,10/1/2002,20000000
9567,Tears of the Sun,Tears of the Sun,3/7/2003,70000000
9576,Tootsie,Tootsie,12/16/1982,21000000
9616,The Order,The Order,9/5/2003,35000000
9626,Red Sonja,Red Sonja,4/9/1985,17900000
9636,Control,Control,12/7/2004,6800000
9651,Supergirl,Supergirl,11/19/1984,35000000
9665,Glory,Glory,12/15/1989,18000000
9669,Ringu 2,リング 2,1/23/1999,6000000
9674,Ringu 0,リング０　バースデイ,1/22/2000,6000000
9675,Sideways,Sideways,10/22/2004,16000000
9691,Assassins,Assassins,10/6/1995,50000000
9693,Children of Men,Children of Men,9/22/2006,76000000
9696,Ichi the Killer,Koroshiya 1,12/22/2001,1400000
9701,North Country,North Country,2/12/2005,35000000
9702,Bound by Honor,Bound by Honor,2/5/1993,35000000
9706,Rasen,Rasen,1/31/1998,2900000
9707,Bubba Ho-tep,Bubba Ho-tep,6/9/2002,1000000
9718,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,8/4/2006,72500000
9722,Bewitched,Bewitched,6/21/2005,85000000
9725,Friday the 13th Part 2,Friday the 13th Part 2,5/1/1981,1250000
9728,Friday the 13th Part III,Friday the 13th Part III,8/13/1982,4000000
9730,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,4/13/1984,2600000
9731,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,3/22/1985,2200000
9740,Hannibal,Hannibal,2/8/2001,87000000
9755,Bloodsuckers,Bloodsuckers,7/30/2005,1700000
9760,Epic Movie,Epic Movie,1/25/2007,20000000
9762,Step Up,Step Up,8/11/2006,12000000
9763,Goal!: The Dream Begins,Goal!: The Dream Begins,6/6/2005,30000000
9777,Proof,Proof,9/5/2005,20000000
9787,Lords of Dogtown,Lords of Dogtown,6/3/2005,25000000
9798,Enemy of the State,Enemy of the State,11/20/1998,90000000
