movie_id,amazon_title,rating,amazon_link
35,The Simpsons Movie,4.6 out of 5 stars,www.amazon.com/Simpsons-Movie-Dan-Castellaneta/dp/B000XTJUEK/ref=sr_1_fkmr3_1?dchild=1&keywords=dvd+movie+%22The+Simpsons+Movie%22+2007&qid=1590983842&sr=8-1-fkmr3
38,Eternal Sunshine of the Spotless Mind,4.5 out of 5 stars,www.amazon.com/Eternal-Sunshine-Spotless-Mind-Carrey/dp/B001TAFCBC/ref=sr_1_fkmr0_1?dchild=1&keywords=dvd+movie+%22Eternal+Sunshine+of+the+Spotless+Mind%22+2004&qid=1590983846&sr=8-1-fkmr0
55,Amores perros,4.4 out of 5 stars,www.amazon.com/Amores-perros-Emilio-Echevarr%C3%ADa/dp/B00005NGUD/ref=sr_1_7?dchild=1&keywords=dvd+movie+%22Amores+perros%22&qid=1590983849&sr=8-7
58,Pirates of the Caribbean: Dead Man's Chest,4.7 out of 5 stars,www.amazon.com/Pirates-Caribbean-Dead-Mans-Chest/dp/B000I0RQVI/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Pirates+of+the+Caribbean%3A+Dead+Man%27s+Chest%22&qid=1590983851&sr=8-1
59,A History of Violence,4.4 out of 5 stars,www.amazon.com/History-Violence-Viggo-Mortensen/dp/B000E1126G/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22A+History+of+Violence%22&qid=1590983853&sr=8-3
62,2001: A Space Odyssey,4.4 out of 5 stars,www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01334875I7XDKNFDXZ8&url=%2F2001-Space-Odyssey-Keir-Dullea%2Fdp%2FB07WSG6ZK5%2Fref%3Dsr_1_9_sspa%3Fdchild%3D1%26keywords%3Ddvd%2Bmovie%2B%25222001%253A%2BA%2BSpace%2BOdyssey%2522%26qid%3D1590983855%26sr%3D8-9-spons%26psc%3D1&qualifier=1590983855&id=1654764024204407&widgetName=sp_mtf
65,8 Mile,4.7 out of 5 stars,www.amazon.com/8-Mile-Eminem/dp/B0026IYLRC/ref=sr_1_11?dchild=1&keywords=dvd+movie+%228+Mile%22&qid=1590983868&sr=8-11
66,Absolute Power,4.7 out of 5 stars,www.amazon.com/Absolute-Power-Clint-Eastwood/dp/B00004VYKV/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Absolute+Power%22+1997&qid=1590983872&sr=8-4
69,Walk The Line,Amazon's Choice,www.amazon.com/Walk-The-Line/dp/B00Q3F0QZU/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Walk+the+Line%22&qid=1590983879&sr=8-1
70,Million Dollar Baby,4.7 out of 5 stars,www.amazon.com/Million-Dollar-Baby-F-X-Toole/dp/B003ASLJQI/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Million+Dollar+Baby%22&qid=1590983881&sr=8-4
71,Billy Elliot,4.7 out of 5 stars,www.amazon.com/Billy-Elliot-Julie-Walters/dp/B00003CXPD/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Billy+Elliot%22&qid=1590983884&sr=8-2
73,American History X,4.7 out of 5 stars,www.amazon.com/American-History-X-Edward-Norton/dp/B0091VYN70/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22American+History+X%22&qid=1590983886&sr=8-4
74,War of the Worlds,4.4 out of 5 stars,www.amazon.com/War-Worlds-Tom-Cruise/dp/B00005JNTI/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22War+of+the+Worlds%22+2005&qid=1590983890&sr=8-3
75,Mars Attacks!,4.5 out of 5 stars,www.amazon.com/Mars-Attacks-Tim-Burtin/dp/B001ECDVKE/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Mars+Attacks%21%22&qid=1590983893&sr=8-1
76,Before Sunrise,4.3 out of 5 stars,www.amazon.com/Before-Sunrise-Ethan-Hawke/dp/B001NA60A0/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Before+Sunrise%22&qid=1590983895&sr=8-2
77,Memento,4.3 out of 5 stars,www.amazon.com/Memento-Guy-Pearce/dp/B0763T3HC6/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Memento%22&qid=1590983897&sr=8-2
78,Blade Runner,4.5 out of 5 stars,www.amazon.com/Blade-Runner-Harrison-Ford/dp/B000SW4DLM/ref=sr_1_fkmr1_1?dchild=1&keywords=dvd+movie+%22Blade+Runner%22+1982&qid=1590983901&sr=8-1-fkmr1
79,Hero,4.4 out of 5 stars,www.amazon.com/Hero-Andy-Garcia/dp/B00000IPG4/ref=sr_1_9?dchild=1&keywords=dvd+movie+%22Hero%22+2002&qid=1590983906&sr=8-9
80,Before Sunset,4.4 out of 5 stars,www.amazon.com/Before-Sunset-Ethan-Hawke/dp/B001N9BGGY/ref=sr_1_5?dchild=1&keywords=dvd+movie+%22Before+Sunset%22&qid=1590983908&sr=8-5
81,Nausicaä of the Valley of the Wind,4.8 out of 5 stars,www.amazon.com/Nausica%C3%A4-Valley-Wind-Alison-Lohman/dp/B073ZTMJN4/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Nausica%C3%A4+of+the+Valley+of+the+Wind%22&qid=1590983910&sr=8-2
86,The Elementary Particles,3.9 out of 5 stars,www.amazon.com/Michel-Houellebecq/dp/0375727019/ref=sr_1_fkmr3_2?dchild=1&keywords=dvd+movie+%22The+Elementary+Particles%22&qid=1590983927&sr=8-2-fkmr3
87,Indiana Jones and the Temple of Doom,4.6 out of 5 stars,www.amazon.com/Indiana-Jones-Temple-Doom-Harrison/dp/B00009ZWAB/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22Indiana+Jones+and+the+Temple+of+Doom%22+1984&qid=1590983931&sr=8-3
90,Beverly Hills Cop,4.7 out of 5 stars,www.amazon.com/Beverly-Hills-Cop-Martin-Brest/dp/B007RFCC3O/ref=sr_1_fkmr0_2?dchild=1&keywords=dvd+movie+%22Beverly+Hills+Cop%22+1984&qid=1590983945&sr=8-2-fkmr0
91,Land Without Bread,3.6 out of 5 stars,www.amazon.com/Land-Without-Bread-Abel-Jacquin/dp/B01EIS9Y9M/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Land+Without+Bread%22&qid=1590983947&sr=8-2
95,Armageddon,4.8 out of 5 stars,www.amazon.com/Armageddon-Bruce-Willis/dp/B00000G3PA/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Armageddon%22&qid=1590983950&sr=8-1
96,Beverly Hills Cop II,4.6 out of 5 stars,www.amazon.com/Beverly-Hills-Cop-Eddie-Murphy/dp/B00005U5A8/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Beverly+Hills+Cop+II%22&qid=1590983952&sr=8-2
98,Gladiator,4.8 out of 5 stars,www.amazon.com/Gladiator-Russell-Crowe/dp/B01M9E277T/ref=sr_1_14?dchild=1&keywords=dvd+movie+%22Gladiator%22&qid=1590983959&sr=8-14
99,All About My Mother,4.5 out of 5 stars,www.amazon.com/All-About-Mother-Marisa-Peredes/dp/B002M2T1VI/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22All+About+My+Mother%22&qid=1590983962&sr=8-2
100,"Lock, Stock and Two Smoking Barrels",4.6 out of 5 stars,www.amazon.com/Lock-Stock-Two-Smoking-Barrels/dp/B000I9WW1I/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Lock%2C+Stock+and+Two+Smoking+Barrels%22&qid=1590983964&sr=8-1
103,Taxi Driver,4.4 out of 5 stars,www.amazon.com/Taxi-Driver-Cybill-Shepherd/dp/B000I9U7C4/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Taxi+Driver%22&qid=1590983970&sr=8-1
104,Run Lola Run,4.5 out of 5 stars,www.amazon.com/Run-Lola-Moritz-Bleibtreu/dp/B000021Y77/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Run+Lola+Run%22&qid=1590983972&sr=8-2
105,Back to the Future,4.8 out of 5 stars,www.amazon.com/Back-Future-Michael-J-Fox/dp/B019OI2APG/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22Back+to+the+Future%22&qid=1590983975&sr=8-3
106,Predator,4.6 out of 5 stars,www.amazon.com/Predator-Arnold-Schwarzenegger/dp/B00005JA8B/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Predator%22+1987&qid=1590983979&sr=8-2
114,Pretty Woman,4.8 out of 5 stars,www.amazon.com/Pretty-Woman-Richard-Gere/dp/B006RXQ3GO/ref=sr_1_6?dchild=1&keywords=dvd+movie+%22Pretty+Woman%22&qid=1590983990&sr=8-6
116,Match Point,4.5 out of 5 stars,www.amazon.com/Match-Point-Scarlett-Johansson/dp/B000EQHXNW/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Match+Point%22&qid=1590983997&sr=8-1
117,The Untouchables,4.6 out of 5 stars,www.amazon.com/Kevin-Costner/dp/B06XNQHJ9L/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22The+Untouchables%22&qid=1590983999&sr=8-2
118,Charlie and the Chocolate Factory,4.5 out of 5 stars,www.amazon.com/Charlie-Chocolate-Factory-Johnny-Depp/dp/B0012DT9VK/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Charlie+and+the+Chocolate+Factory%22&qid=1590984001&sr=8-4
122,The Lord of the Rings: The Return of the King,4.8 out of 5 stars,www.amazon.com/Lord-Rings-Return-King/dp/B0091XIBOE/ref=sr_1_8?dchild=1&keywords=dvd+movie+%22The+Lord+of+the+Rings%3A+The+Return+of+the+King%22+2003&qid=1590984015&sr=8-8
123,The Lord of the Rings,4.8 out of 5 stars,www.amazon.com/Lord-Rings-Christopher-Guard/dp/B0002I10FY/ref=sr_1_6?dchild=1&keywords=dvd+movie+%22The+Lord+of+the+Rings%22+1978&qid=1590984019&sr=8-6
128,Princess Mononoke,4.9 out of 5 stars,www.amazon.com/Princess-Mononoke-Claire-Danes/dp/B073ZTMJN2/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Princess+Mononoke%22&qid=1590984022&sr=8-1
129,Spirited Away,4.9 out of 5 stars,www.amazon.com/Spirited-Away-Daveigh-Chase/dp/B073ZWJWTP/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Spirited+Away%22&qid=1590984024&sr=8-1
134,"O Brother, Where Art Thou?",4.8 out of 5 stars,www.amazon.com/Brother-Where-Art-Thou/dp/B00003CXRM/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22O+Brother%2C+Where+Art+Thou%3F%22&qid=1590984026&sr=8-1
137,Groundhog Day,4.7 out of 5 stars,www.amazon.com/Groundhog-Day-Bill-Murray/dp/B000SP1SH6/ref=sr_1_fkmr2_1?dchild=1&keywords=dvd+movie+%22Groundhog+Day%22+1993&qid=1590984031&sr=8-1-fkmr2
140,Bad Education,4.4 out of 5 stars,www.amazon.com/Gael-Garcia-Bernal/dp/B00BZB1P6Q/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Bad+Education%22&qid=1590984038&sr=8-1
141,Donnie Darko,4.6 out of 5 stars,www.amazon.com/Donnie-Darko-Jake-Gyllenhaal/dp/B002MGGM9I/ref=sr_1_fkmr0_1?dchild=1&keywords=dvd+movie+%22Donnie+Darko%22+2001&qid=1590984042&sr=8-1-fkmr0
142,Brokeback Mountain,4.5 out of 5 stars,www.amazon.com/Brokeback-Mountain-Heath-Ledger/dp/B00005JOFQ/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Brokeback+Mountain%22&qid=1590984045&sr=8-1
143,All Quiet on the Western Front,4.5 out of 5 stars,www.amazon.com/Quiet-Western-Front-Richard-Thomas/dp/B0000639EU/ref=sr_1_fkmr2_2?dchild=1&keywords=dvd+movie+%22All+Quiet+on+the+Western+Front%22+1930&qid=1590984049&sr=8-2-fkmr2
146,"Crouching Tiger, Hidden Dragon",4.7 out of 5 stars,www.amazon.com/Crouching-Tiger-Hidden-Dragon-Chang/dp/B00003CXR4/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Crouching+Tiger%2C+Hidden+Dragon%22&qid=1590984056&sr=8-1
148,The Secret Life of Words,4.5 out of 5 stars,www.amazon.com/Secret-Life-Words-Sarah-Polley/dp/B000NJWIPI/ref=sr_1_5?dchild=1&keywords=dvd+movie+%22The+Secret+Life+of+Words%22&qid=1590984059&sr=8-5
150,48 Hrs.,4.4 out of 5 stars,www.amazon.com/48-Hrs-Nick-Nolte/dp/B072ZN2DWT/ref=sr_1_4?dchild=1&keywords=dvd+movie+%2248+Hrs.%22&qid=1590984065&sr=8-4
152,Star Trek: The Motion Picture,4.1 out of 5 stars,www.amazon.com/Star-Trek-Picture-William-Shatner/dp/B000HZHBIM/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Star+Trek%3A+The+Motion+Picture%22&qid=1590984068&sr=8-2
153,Lost in Translation,4.3 out of 5 stars,www.amazon.com/Lost-Translation-Bill-Murray/dp/B00005JMJ4/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Lost+in+Translation%22&qid=1590984070&sr=8-1
155,The Dark Knight,4.7 out of 5 stars,www.amazon.com/Dark-Knight-Christian-Bale/dp/B001XUPF2O/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22The+Dark+Knight%22&qid=1590984076&sr=8-4
157,Star Trek III: The Search for Spock,4.3 out of 5 stars,www.amazon.com/Star-Trek-III-Search-Spock/dp/B00DYAVWZK/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Star+Trek+III%3A+The+Search+for+Spock%22&qid=1590984079&sr=8-4
162,Edward Scissorhands,4.7 out of 5 stars,www.amazon.com/Edward-Scissorhands-Johnny-Depp/dp/B003CJH8UG/ref=sr_1_fkmr0_1?dchild=1&keywords=dvd+movie+%22Edward+Scissorhands%22+1990&qid=1590984088&sr=8-1-fkmr0
163,Ocean's Twelve,4.3 out of 5 stars,www.amazon.com/Oceans-Twelve-George-Nolfi/dp/B0007P0XBO/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22Ocean%27s+Twelve%22&qid=1590984091&sr=8-3
164,Breakfast at Tiffany's,4.4 out of 5 stars,www.amazon.com/Breakfast-at-Tiffanys-Audrey-Hepburn/dp/B0000CGCXB/ref=sr_1_5?dchild=1&keywords=dvd+movie+%22Breakfast+at+Tiffany%27s%22&qid=1590984093&sr=8-5
165,Back to the Future Part II,4.6 out of 5 stars,www.amazon.com/Back-Future-Part-Michael-Fox/dp/B001LXIDW2/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Back+to+the+Future+Part+II%22&qid=1590984095&sr=8-2
169,Predator 2,4.5 out of 5 stars,www.amazon.com/Predator-2-Danny-Glover/dp/B00007AJG4/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Predator+2%22&qid=1590984107&sr=8-4
170,28 Days Later,4.2 out of 5 stars,www.amazon.com/28-Days-Later/dp/B0000CDNUK/ref=sr_1_5?dchild=1&keywords=dvd+movie+%2228+Days+Later%22+2002&qid=1590984111&sr=8-5
172,Star Trek V: The Final Frontier,4.6 out of 5 stars,www.amazon.com/Star-Trek-V-Final-Frontier/dp/B00DYAVZRU/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Star+Trek+V%3A+The+Final+Frontier%22&qid=1590984114&sr=8-4
173,"20,000 Leagues Under the Sea",3.0 out of 5 stars,www.amazon.com/20-000-Leagues-Under-Sea/dp/B088B6XW2P/ref=sr_1_2?dchild=1&keywords=dvd+movie+%2220%2C000+Leagues+Under+the+Sea%22&qid=1590984116&sr=8-2
174,Star Trek VI: The Undiscovered Country,4.6 out of 5 stars,www.amazon.com/Star-Trek-VI-Undiscovered-Country/dp/B002I9Z8D0/ref=sr_1_14?dchild=1&keywords=dvd+movie+%22Star+Trek+VI%3A+The+Undiscovered+Country%22&qid=1590984119&sr=8-14
177,The Fisher King,4.5 out of 5 stars,www.amazon.com/Fisher-King-Jeff-Bridges/dp/B01C6GHQDE/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22The+Fisher+King%22&qid=1590984125&sr=8-3
179,The Interpreter,4.5 out of 5 stars,www.amazon.com/Interpreter-Nicole-Kidman/dp/B000I9WVXC/ref=sr_1_9?dchild=1&keywords=dvd+movie+%22The+Interpreter%22&qid=1590984128&sr=8-9
180,Minority Report,4.4 out of 5 stars,www.amazon.com/Minority-Report-Tom-Cruise/dp/B00AA2UO0E/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Minority+Report%22&qid=1590984130&sr=8-2
182,The Good German,3.7 out of 5 stars,www.amazon.com/Good-German-George-Clooney/dp/B000OY8NBK/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22The+Good+German%22&qid=1590984132&sr=8-2
183,The Wizard,4.7 out of 5 stars,www.amazon.com/Wizard-Fred-Savage/dp/B000FVQLM0/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22The+Wizard%22+1989&qid=1590984137&sr=8-2
184,Jackie Brown,4.6 out of 5 stars,www.amazon.com/Jackie-Brown/dp/B0054U0V50/ref=sr_1_10?dchild=1&keywords=dvd+movie+%22Jackie+Brown%22&qid=1590984139&sr=8-10
185,A Clockwork Orange,3.6 out of 5 stars,www.amazon.com/A-Clockwork-Orange/dp/B01M6BEWT8/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22A+Clockwork+Orange%22&qid=1590984141&sr=8-3
186,Lucky Number Slevin,4.3 out of 5 stars,www.amazon.com/Lucky-Number-Slevin-Josh-Hartnett/dp/B0026Y88RU/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22Lucky+Number+Slevin%22+2006&qid=1590984146&sr=8-3
187,Sin City,4.3 out of 5 stars,www.amazon.com/Sin-City-Jessica-Alba/dp/B004SIP9Z6/ref=sr_1_5?dchild=1&keywords=dvd+movie+%22Sin+City%22&qid=1590984148&sr=8-5
192,The Name of the Rose,4.6 out of 5 stars,www.amazon.com/Name-Rose-Sean-Connery/dp/B0001Z37IG/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22The+Name+of+the+Rose%22&qid=1590984155&sr=8-1
194,Amélie,4.5 out of 5 stars,www.amazon.com/Am%C3%A9lie-R%C3%BCf%C3%BCs/dp/B07ZLK5R57/ref=sr_1_12?dchild=1&keywords=dvd+movie+%22Am%C3%A9lie%22&qid=1590984162&sr=8-12
196,Back to the Future Part III,4.7 out of 5 stars,www.amazon.com/Back-Future-Part-III-Michael/dp/B001LXIDVS/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Back+to+the+Future+Part+III%22&qid=1590984164&sr=8-4
197,Braveheart,4.8 out of 5 stars,www.amazon.com/Braveheart-Mel-Gibson/dp/B01MCWOPFL/ref=sr_1_7?dchild=1&keywords=dvd+movie+%22Braveheart%22&qid=1590984167&sr=8-7
200,Star Trek: Insurrection,4.3 out of 5 stars,www.amazon.com/Star-Trek-Insurrection-Patrick-Stewart/dp/B008PZZR5K/ref=sr_1_fkmr0_1?dchild=1&keywords=dvd+movie+%22Star+Trek%3A+Insurrection%22&qid=1590984174&sr=8-1-fkmr0
201,Star Trek: Nemesis,4.4 out of 5 stars,www.amazon.com/Star-Trek-Nemesis-Patrick-Stewart/dp/B008Q00KEW/ref=sr_1_fkmr0_1?dchild=1&keywords=dvd+movie+%22Star+Trek%3A+Nemesis%22+2002&qid=1590984179&sr=8-1-fkmr0
203,Mean Streets,3.7 out of 5 stars,www.amazon.com/Mean-Streets-Robert-Niro/dp/B004GF0SNO/ref=sr_1_fkmr2_1?dchild=1&keywords=dvd+movie+%22Mean+Streets%22+1973&qid=1590984183&sr=8-1-fkmr2
205,Hotel Rwanda,4.7 out of 5 stars,www.amazon.com/Hotel-Rwanda-Don-Cheadle/dp/B0007R4T3U/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Hotel+Rwanda%22&qid=1590984186&sr=8-2
207,Dead Poets Society,4.8 out of 5 stars,www.amazon.com/Dead-Poets-Society-Robin-Williams/dp/B006YGMAIE/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Dead+Poets+Society%22&qid=1590984188&sr=8-1
214,Saw III,5.0 out of 5 stars,www.amazon.com/Saw-III/dp/B004HIJKNO/ref=sr_1_11?dchild=1&keywords=dvd+movie+%22Saw+III%22&qid=1590984200&sr=8-11
215,Saw II,4.4 out of 5 stars,www.amazon.com/Saw-II-Donnie-Wahlberg/dp/B000QCM9OM/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22Saw+II%22&qid=1590984202&sr=8-3
218,The Terminator,4.7 out of 5 stars,www.amazon.com/Terminator-Arnold-Schwarzenegger/dp/B00UA86HAE/ref=sr_1_9?dchild=1&keywords=dvd+movie+%22The+Terminator%22&qid=1590984214&sr=8-9
219,Volver,4.7 out of 5 stars,www.amazon.com/Volver-Penelope-Cruz/dp/B00BZBPJPO/ref=sr_1_8?dchild=1&keywords=dvd+movie+%22Volver%22&qid=1590984217&sr=8-8
220,East of Eden,4.5 out of 5 stars,www.amazon.com/East-Eden-Jane-Seymour/dp/B001JXPC7S/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22East+of+Eden%22&qid=1590984219&sr=8-3
221,Rebel Without a Cause,4.5 out of 5 stars,www.amazon.com/Rebel-Without-Cause-James-Dean/dp/B000GONIFO/ref=sr_1_fkmr0_1?dchild=1&keywords=dvd+movie+%22Rebel+Without+a+Cause%22+1955&qid=1590984223&sr=8-1-fkmr0
223,Rebecca,4.5 out of 5 stars,www.amazon.com/Rebecca-Charles-Dance-Dunaway-Emilia/dp/B00008DDRZ/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Rebecca%22+1940&qid=1590984228&sr=8-1
226,Boys Don't Cry,4.6 out of 5 stars,www.amazon.com/Boys-Dont-Cry-Hilary-Swank/dp/B00003CWN3/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Boys+Don%27t+Cry%22&qid=1590984230&sr=8-2
227,The Outsiders,4.6 out of 5 stars,www.amazon.com/The-Outsiders/dp/B01M8PP7BZ/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22The+Outsiders%22&qid=1590984232&sr=8-2
231,Syriana,3.7 out of 5 stars,www.amazon.com/Syriana-George-Clooney/dp/B002QZ399G/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22Syriana%22&qid=1590984240&sr=8-1
232,Rumble Fish,4.3 out of 5 stars,www.amazon.com/Rumble-Fish-Matt-Dillon/dp/B000I9VOKI/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Rumble+Fish%22&qid=1590984242&sr=8-2
234,The Cabinet of Dr. Caligari,4.3 out of 5 stars,www.amazon.com/Cabinet-Dr-Caligari-Werner-Krauss/dp/B000067IW0/ref=sr_1_6?dchild=1&keywords=dvd+movie+%22The+Cabinet+of+Dr.+Caligari%22&qid=1590984244&sr=8-6
236,Muriel's Wedding,4.8 out of 5 stars,www.amazon.com/Muriels-Wedding-P-J-Hogan/dp/B004SIP8WU/ref=sr_1_2?dchild=1&keywords=dvd+movie+%22Muriel%27s+Wedding%22&qid=1590984251&sr=8-2
237,Young Adam,4.0 out of 5 stars,www.amazon.com/Young-Adam-Peter-Mullan/dp/B0002JZT5A/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22Young+Adam%22&qid=1590984253&sr=8-4
238,The Godfather,4.7 out of 5 stars,www.amazon.com/Godfather-Marlon-Brando/dp/B001GJ19F4/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22The+Godfather%22+1972&qid=1590984258&sr=8-1
240,The Godfather: Part II,4.8 out of 5 stars,www.amazon.com/Godfather-Part-II-Al-Pacino/dp/B0007YXRF4/ref=sr_1_8?dchild=1&keywords=dvd+movie+%22The+Godfather%3A+Part+II%22+1974&qid=1590984267&sr=8-8
241,Natural Born Killers,4.5 out of 5 stars,www.amazon.com/Natural-Born-Killers-Woody-Harrelson/dp/B00003BDXG/ref=sr_1_3?dchild=1&keywords=dvd+movie+%22Natural+Born+Killers%22+1994&qid=1590984272&sr=8-3
243,High Fidelity,4.6 out of 5 stars,www.amazon.com/High-Fidelity-John-Cusack/dp/B005CNG0YK/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22High+Fidelity%22&qid=1590984279&sr=8-1
244,King Kong,4.6 out of 5 stars,www.amazon.com/Jeff-Bridges/dp/B06XXP572D/ref=sr_1_4?dchild=1&keywords=dvd+movie+%22King+Kong%22&qid=1590984281&sr=8-4
245,About a Boy,4.3 out of 5 stars,www.amazon.com/About-Boy-Hugh-Grant/dp/B002KH4DBI/ref=sr_1_1?dchild=1&keywords=dvd+movie+%22About+a+Boy%22&qid=1590984283&sr=8-1
